T1,H1,S1,G1,F1,L1,T2,H2,S2,G2,F2,L2,T3,H3,S3,G3,F3,L3,T4,H4,S4,G4,F4,L4,CLASS_LABEL
32.25,73.93,0.0,0.0,0.0,0.0,32.43,74.34,0.0,0.0,0.0,0.0,40.97,56.01,0.0,49.0,0.67,0.83,32.83,70.6,0.0,0.0,0.0,0.0,1.0
32.26,73.92,0.0,0.0,0.0,0.0,32.43,74.34,0.0,0.0,0.0,0.0,41.03,55.74,0.0,49.0,0.68,0.83,32.84,70.57,0.0,0.0,0.0,0.0,1.0
32.26,73.91,0.0,0.0,0.0,0.0,32.44,74.34,0.0,0.0,0.0,0.0,41.08,55.51,0.0,50.0,0.69,0.83,32.85,70.53,0.0,0.0,0.0,0.0,1.0
32.26,73.9,0.0,0.0,0.0,0.0,32.44,74.35,0.0,0.0,0.0,0.0,41.13,55.31,0.0,39.0,0.7,0.83,32.87,70.49,0.0,0.0,0.0,0.0,1.0
32.27,73.9,0.0,0.0,0.0,0.0,32.44,74.34,0.0,0.0,0.0,0.0,41.17,55.13,0.0,50.0,0.71,0.83,32.88,70.47,0.0,0.0,0.0,0.0,1.0
32.27,73.88,0.0,0.0,0.0,0.0,32.45,74.33,0.0,0.0,0.0,0.0,41.2,54.94,0.0,48.0,0.72,0.83,32.89,70.44,0.0,0.0,0.0,0.0,1.0
32.28,73.88,0.0,0.0,0.0,0.0,32.45,74.33,0.0,0.0,0.0,0.0,41.24,54.77,0.0,48.0,0.73,0.83,32.91,70.41,0.0,0.0,0.0,0.0,1.0
32.28,73.87,0.0,0.0,0.0,0.0,32.46,74.31,0.0,0.0,0.0,0.0,41.26,54.62,0.0,48.0,0.74,0.83,32.92,70.39,0.0,0.0,0.0,0.0,1.0
32.28,73.84,0.0,0.0,0.0,0.0,32.46,74.34,0.0,0.0,0.0,0.0,41.29,54.47,0.0,49.0,0.75,0.83,32.93,70.37,0.0,0.0,0.0,0.0,1.0
32.29,73.85,0.0,0.0,0.0,0.0,32.47,74.36,0.0,0.0,0.0,0.0,41.31,54.34,0.0,48.0,0.76,0.83,32.95,70.34,0.0,0.0,0.0,0.0,1.0
32.29,73.83,0.0,0.0,0.0,0.0,32.47,74.37,0.0,0.0,0.0,0.0,41.33,54.18,0.0,51.0,0.77,0.83,32.96,70.3,0.0,0.0,0.0,0.0,1.0
32.3,73.82,0.0,0.0,0.0,0.0,32.47,74.39,0.0,0.0,0.0,0.0,41.35,54.06,0.0,51.0,0.78,0.83,32.97,70.27,0.0,0.0,0.0,0.0,1.0
32.3,73.79,0.0,0.0,0.0,0.0,32.48,74.4,0.0,0.0,0.0,0.0,41.36,53.94,0.0,50.0,0.79,0.83,32.99,70.24,0.0,0.0,0.0,0.0,1.0
32.3,73.79,0.0,0.0,0.0,0.0,32.48,74.41,0.0,0.0,0.0,0.0,41.38,53.83,0.0,49.0,0.8,0.83,33.0,70.2,0.0,0.0,0.0,0.0,1.0
32.31,73.79,0.0,0.0,0.0,0.0,32.49,74.4,0.0,0.0,0.0,0.0,41.39,53.73,0.0,49.0,0.81,0.83,33.01,70.17,0.0,0.0,0.0,0.0,1.0
32.31,73.77,0.0,0.0,0.0,0.0,32.49,74.4,0.0,0.0,0.0,0.0,41.41,53.63,0.0,43.0,0.82,1.67,33.03,70.15,0.0,0.0,0.0,0.0,1.0
32.31,73.77,0.0,0.0,0.0,0.0,32.49,74.38,0.0,0.0,0.0,0.0,41.47,53.45,0.0,32.0,0.83,3.33,33.04,70.1,0.0,0.0,0.0,0.0,1.0
32.32,73.76,0.0,0.0,0.0,0.0,32.5,74.41,0.0,0.0,0.0,0.0,41.56,53.28,0.0,39.0,0.84,3.33,33.05,70.07,0.0,0.0,0.0,0.0,1.0
32.32,73.75,0.0,0.0,0.0,0.0,32.5,74.36,0.0,0.0,0.0,0.0,41.7,53.07,0.0,41.0,0.85,2.5,33.06,70.02,0.0,0.0,0.0,0.0,1.0
32.32,73.74,0.0,0.0,0.0,0.0,32.51,74.36,0.0,0.0,0.0,0.0,41.88,52.77,0.0,42.0,0.86,2.5,33.07,69.99,0.0,0.0,0.0,0.0,1.0
32.33,73.73,0.0,0.0,0.0,0.0,32.51,74.32,0.0,0.0,0.0,0.0,42.1,52.4,0.0,43.0,0.87,2.5,33.09,69.97,0.0,0.0,0.0,0.0,1.0
32.33,73.73,0.0,0.0,0.0,0.0,32.51,74.29,0.0,0.0,0.0,0.0,42.35,51.96,0.0,43.0,0.88,2.5,33.1,69.94,0.0,0.0,0.0,0.0,1.0
32.45,73.46,0.0,0.0,0.0,0.0,32.64,73.84,0.0,0.0,0.0,0.0,52.06,33.76,0.0,37.0,0.89,2.5,33.46,68.89,0.0,0.0,0.0,0.0,1.0
32.45,73.43,0.0,0.0,0.0,0.0,32.64,73.82,0.0,0.0,0.0,0.0,52.24,33.39,0.0,35.0,0.9,3.33,33.48,68.87,0.0,0.0,0.0,0.0,1.0
32.46,73.42,0.0,0.0,0.0,0.0,32.65,73.84,0.0,0.0,0.0,0.0,52.41,33.06,0.0,37.0,0.91,2.5,33.49,68.84,0.0,0.0,0.0,0.0,1.0
32.46,73.41,0.0,0.0,0.0,0.0,32.65,73.82,0.0,0.0,0.0,0.0,52.59,32.72,0.0,37.0,0.92,3.33,33.5,68.82,0.0,0.0,0.0,0.0,1.0
32.46,73.41,0.0,0.0,0.0,0.0,32.65,73.8,0.0,0.0,0.0,0.0,52.76,32.39,0.0,35.0,0.93,4.17,33.51,68.79,0.0,0.0,0.0,0.0,1.0
32.46,73.41,0.0,0.0,0.0,0.0,32.65,73.8,0.0,0.0,0.0,0.0,52.93,32.07,0.0,38.0,0.94,3.33,33.52,68.78,0.0,0.0,0.0,0.0,1.0
32.47,73.41,0.0,0.0,0.0,0.0,32.66,73.79,0.0,0.0,0.0,0.0,53.1,31.73,0.0,30.0,0.95,3.33,33.53,68.75,0.0,0.0,0.0,0.0,1.0
32.47,73.39,0.0,0.0,0.0,0.0,32.66,73.77,0.0,0.0,0.0,0.0,53.27,31.41,0.0,46.0,0.96,1.67,33.55,68.72,0.0,0.0,0.0,0.0,1.0
32.47,73.39,0.0,0.0,0.0,0.0,32.66,73.76,0.0,0.0,0.0,0.0,53.41,31.06,0.0,48.0,0.97,0.83,33.56,68.7,0.0,0.0,0.0,0.0,1.0
32.48,73.38,0.0,0.0,0.0,0.0,32.67,73.72,0.0,0.0,0.0,0.0,53.51,30.82,0.0,48.0,0.98,0.83,33.57,68.66,0.0,0.0,0.0,0.0,1.0
32.48,73.38,0.0,0.0,0.0,0.0,32.67,73.7,0.0,0.0,0.0,0.0,53.59,30.66,0.0,48.0,0.99,0.83,33.58,68.63,0.0,0.0,0.0,0.0,1.0
32.48,73.36,0.0,0.0,0.0,0.0,32.67,73.67,0.0,0.0,0.0,0.0,53.64,30.53,0.0,48.0,0.1,0.83,33.59,68.59,0.0,0.0,0.0,0.0,1.0
32.49,73.38,0.0,0.0,0.0,0.0,32.67,73.64,0.0,0.0,0.0,0.0,53.66,30.48,0.0,48.0,0.101,0.83,33.6,68.55,0.0,0.0,0.0,0.0,1.0
32.49,73.35,0.0,0.0,0.0,0.0,32.68,73.59,0.0,0.0,0.0,0.0,53.66,30.42,0.0,48.0,0.102,1.67,33.61,68.53,0.0,0.0,0.0,0.0,1.0
32.49,73.33,0.0,0.0,0.0,0.0,32.68,73.58,0.0,0.0,0.0,0.0,53.65,30.37,0.0,48.0,0.103,0.83,33.62,68.51,0.0,0.0,0.0,0.0,1.0
32.49,73.33,0.0,0.0,0.0,0.0,32.68,73.54,0.0,0.0,0.0,0.0,53.62,30.34,0.0,29.0,0.104,0.83,33.63,68.48,0.0,0.0,0.0,0.0,1.0
32.5,73.32,0.0,0.0,0.0,0.0,32.68,73.51,0.0,0.0,0.0,0.0,53.59,30.35,0.0,49.0,0.105,0.83,33.64,68.44,0.0,0.0,0.0,0.0,1.0
32.5,73.32,0.0,0.0,0.0,0.0,32.69,73.5,0.0,0.0,0.0,0.0,53.54,30.3,0.0,50.0,0.106,0.83,33.65,68.44,0.0,0.0,0.0,0.0,1.0
32.51,73.32,0.0,0.0,0.0,0.0,32.69,73.48,0.0,0.0,0.0,0.0,53.49,30.27,0.0,48.0,0.0,0.83,33.67,68.41,0.0,0.0,0.0,0.0,1.0
32.51,73.31,0.0,0.0,0.0,0.0,32.69,73.44,0.0,0.0,0.0,0.0,53.43,30.27,0.0,48.0,0.0,0.83,33.68,68.37,0.0,0.0,0.0,0.0,1.0
32.51,73.29,0.0,0.0,0.0,0.0,32.69,73.4,0.0,0.0,0.0,0.0,53.37,30.29,0.0,49.0,0.0,0.83,33.68,68.32,0.0,0.0,0.0,0.0,1.0
32.51,73.28,0.0,0.0,0.0,0.0,32.7,73.38,0.0,0.0,0.0,0.0,53.3,30.31,0.0,48.0,0.0,0.83,33.69,68.3,0.0,0.0,0.0,0.0,1.0
32.52,73.26,0.0,0.0,0.0,0.0,32.7,73.36,0.0,0.0,0.0,0.0,53.22,30.31,0.0,43.0,0.0,0.83,33.7,68.27,0.0,0.0,0.0,0.0,1.0
32.63,73.04,0.0,0.0,0.0,0.0,32.77,73.11,0.0,0.0,0.0,0.0,50.09,32.75,0.0,48.0,0.0,1.67,34.03,67.39,0.0,0.0,0.0,0.0,1.0
32.63,73.03,0.0,0.0,0.0,0.0,32.77,73.09,0.0,0.0,0.0,0.0,50.01,32.85,0.0,48.0,0.0,0.83,34.04,67.37,0.0,0.0,0.0,0.0,1.0
32.63,73.03,0.0,0.0,0.0,0.0,32.77,73.13,0.0,0.0,0.0,0.0,49.94,32.9,0.0,47.0,0.0,0.83,34.05,67.33,0.0,0.0,0.0,0.0,1.0
32.64,73.0,0.0,0.0,0.0,0.0,32.77,73.16,0.0,0.0,0.0,0.0,49.87,32.93,0.0,47.0,0.0,0.83,34.05,67.31,0.0,0.0,0.0,0.0,1.0
32.64,72.99,0.0,0.0,0.0,0.0,32.77,73.17,0.0,0.0,0.0,0.0,49.8,33.0,0.0,48.0,0.0,0.83,34.06,67.28,0.0,0.0,0.0,0.0,1.0
32.64,73.0,0.0,0.0,0.0,0.0,32.78,73.16,0.0,0.0,0.0,0.0,49.77,33.01,0.0,37.0,719.0,1.67,34.07,67.26,0.0,0.0,0.0,0.0,1.0
32.64,72.99,0.0,0.0,0.0,0.0,32.78,73.19,0.0,0.0,0.0,0.0,49.77,33.0,0.0,35.0,0.0,1.67,34.08,67.24,0.0,0.0,0.0,0.0,1.0
32.65,72.97,0.0,0.0,0.0,0.0,32.78,73.21,0.0,0.0,0.0,0.0,49.81,32.95,0.0,35.0,0.0,1.67,34.09,67.22,0.0,0.0,0.0,0.0,1.0
32.65,72.97,0.0,0.0,0.0,0.0,32.78,73.25,0.0,0.0,0.0,0.0,49.87,32.86,0.0,43.0,0.0,1.67,34.1,67.18,0.0,0.0,0.0,0.0,1.0
32.65,72.97,0.0,0.0,0.0,0.0,32.78,73.25,0.0,0.0,0.0,0.0,49.96,32.73,0.0,37.0,0.0,1.67,34.11,67.14,0.0,0.0,0.0,0.0,1.0
32.65,72.97,0.0,0.0,0.0,0.0,32.78,73.29,0.0,0.0,0.0,0.0,50.06,32.57,0.0,48.0,0.0,1.67,34.12,67.1,0.0,0.0,0.0,0.0,1.0
32.66,72.95,0.0,0.0,0.0,0.0,32.78,73.28,0.0,0.0,0.0,0.0,50.17,32.39,0.0,37.0,111.0,1.67,34.13,67.06,0.0,0.0,0.0,0.0,1.0
32.66,72.95,0.0,0.0,0.0,0.0,32.78,73.29,0.0,0.0,0.0,0.0,50.28,32.22,0.0,38.0,1592.0,2.5,34.14,67.03,0.0,0.0,0.0,0.0,1.0
32.66,72.93,0.0,0.0,0.0,0.0,32.78,73.29,0.0,0.0,0.0,0.0,50.42,32.03,0.0,39.0,950.0,2.5,34.15,67.01,0.0,0.0,0.0,0.0,1.0
32.67,72.93,0.0,0.0,0.0,0.0,32.78,73.27,0.0,0.0,0.0,0.0,50.58,31.83,0.0,38.0,1183.0,2.5,34.16,67.0,0.0,0.0,0.0,0.0,1.0
32.67,72.91,0.0,0.0,0.0,0.0,32.78,73.29,0.0,0.0,0.0,0.0,50.76,31.61,0.0,60.0,1181.0,2.5,34.17,66.97,0.0,0.0,0.0,0.0,1.0
32.67,72.9,0.0,0.0,0.0,0.0,32.79,73.27,0.0,0.0,0.0,0.0,50.94,31.43,0.0,39.0,409.0,2.5,34.18,66.94,0.0,0.0,0.0,0.0,1.0
32.67,72.9,0.0,0.0,0.0,0.0,32.79,73.26,0.0,0.0,0.0,0.0,51.12,31.21,0.0,38.0,241.0,1.67,34.19,66.91,0.0,0.0,0.0,0.0,1.0
32.68,72.88,0.0,0.0,0.0,0.0,32.79,73.24,0.0,0.0,0.0,0.0,51.3,30.94,0.0,37.0,661.0,1.67,34.2,66.89,0.0,0.0,0.0,0.0,1.0
32.68,72.88,0.0,0.0,0.0,0.0,32.79,73.26,0.0,0.0,0.0,0.0,51.47,30.72,0.0,38.0,15.0,1.67,34.21,66.88,0.0,0.0,0.0,0.0,1.0
32.68,72.86,0.0,0.0,0.0,0.0,32.79,73.26,0.0,0.0,0.0,0.0,51.63,30.52,0.0,38.0,228.0,1.67,34.21,66.84,0.0,0.0,0.0,0.0,1.0
32.68,72.85,0.0,0.0,0.0,0.0,32.79,73.26,0.0,0.0,0.0,0.0,51.79,30.3,0.0,37.0,1316.0,2.5,34.22,66.82,0.0,0.0,0.0,0.0,1.0
32.84,72.54,0.0,0.0,0.0,0.0,32.86,73.61,0.0,0.0,0.0,0.0,49.32,32.37,0.0,50.0,0.0,0.0,36.31,63.48,0.0,0.0,0.0,0.0,1.0
32.84,72.53,0.0,0.0,0.0,0.0,32.87,73.62,0.0,0.0,0.0,0.0,49.19,32.54,0.0,50.0,0.0,0.83,36.4,63.27,0.0,0.0,0.0,0.0,1.0
32.85,72.52,0.0,0.0,0.0,0.0,32.87,73.61,0.0,0.0,0.0,0.0,49.05,32.68,0.0,50.0,0.0,0.0,36.49,63.11,0.0,0.0,0.0,0.0,1.0
32.86,72.51,0.0,0.0,0.0,0.0,32.87,73.64,0.0,0.0,0.0,0.0,48.92,32.82,0.0,48.0,0.0,0.83,36.58,62.95,0.0,0.0,0.0,0.0,1.0
32.86,72.49,0.0,0.0,0.0,0.0,32.87,73.68,0.0,0.0,0.0,0.0,48.79,32.97,0.0,50.0,0.0,0.0,36.68,62.77,0.0,0.0,0.0,0.0,1.0
32.87,72.48,0.0,0.0,0.0,0.0,32.88,73.74,0.0,0.0,0.0,0.0,48.66,33.12,0.0,49.0,0.0,0.0,36.79,62.55,0.0,0.0,0.0,0.0,1.0
32.88,72.49,0.0,0.0,0.0,0.0,32.88,73.77,0.0,0.0,0.0,0.0,48.53,33.29,0.0,48.0,0.0,0.83,36.9,62.32,0.0,0.0,0.0,0.0,1.0
32.88,72.45,0.0,0.0,0.0,0.0,32.88,73.82,0.0,0.0,0.0,0.0,48.4,33.43,0.0,48.0,0.0,0.0,37.01,62.09,0.0,0.0,0.0,0.0,1.0
32.89,72.44,0.0,0.0,0.0,0.0,32.88,73.83,0.0,0.0,0.0,0.0,48.28,33.6,0.0,49.0,0.0,0.83,37.12,61.86,0.0,0.0,0.0,0.0,1.0
32.89,72.43,0.0,0.0,0.0,0.0,32.89,73.86,0.0,0.0,0.0,0.0,48.15,33.73,0.0,49.0,0.0,0.0,37.24,61.64,0.0,0.0,1103.0,0.83,1.0
32.9,72.44,0.0,0.0,0.0,0.0,32.89,73.86,0.0,0.0,0.0,0.0,48.03,33.88,0.0,48.0,0.0,0.0,37.38,61.41,0.0,0.0,591.0,0.83,1.0
32.91,72.41,0.0,0.0,0.0,0.0,32.89,73.85,0.0,0.0,0.0,0.0,47.9,34.04,0.0,49.0,0.0,0.0,37.52,61.19,0.0,0.0,0.0,0.83,1.0
32.91,72.4,0.0,0.0,0.0,0.0,32.89,73.83,0.0,0.0,0.0,0.0,47.78,34.2,0.0,48.0,0.0,0.0,37.68,60.97,0.0,0.0,0.0,0.0,1.0
32.92,72.4,0.0,0.0,0.0,0.0,32.89,73.81,0.0,0.0,0.0,0.0,47.66,34.36,0.0,49.0,0.0,0.0,37.85,60.69,0.0,0.0,591.0,0.83,1.0
32.92,72.38,0.0,0.0,0.0,0.0,32.9,73.76,0.0,0.0,0.0,0.0,47.54,34.51,0.0,48.0,0.0,0.0,38.03,60.41,0.0,0.0,816.0,0.83,1.0
32.93,72.36,0.0,0.0,0.0,0.0,32.9,73.74,0.0,0.0,0.0,0.0,47.42,34.68,0.0,49.0,0.0,0.0,38.23,60.07,0.0,0.0,1148.0,0.83,1.0
32.94,72.35,0.0,0.0,0.0,0.0,32.9,73.75,0.0,0.0,0.0,0.0,47.3,34.83,0.0,48.0,0.0,0.0,38.43,59.73,0.0,0.0,1032.0,0.83,1.0
32.94,72.35,0.0,0.0,0.0,0.0,32.9,73.74,0.0,0.0,0.0,0.0,47.18,34.98,0.0,49.0,0.0,0.0,38.64,59.36,0.0,0.0,1043.0,0.83,1.0
32.95,72.34,0.0,0.0,0.0,0.0,32.9,73.72,0.0,0.0,0.0,0.0,47.07,35.14,0.0,48.0,0.0,0.83,38.86,58.97,0.0,0.0,463.0,0.83,1.0
32.95,72.33,0.0,0.0,0.0,0.0,32.91,73.69,0.0,0.0,0.0,0.0,46.95,35.31,0.0,49.0,0.0,0.0,39.09,58.55,0.0,0.0,1650.0,1.67,1.0
32.96,72.31,0.0,0.0,0.0,0.0,32.91,73.67,0.0,0.0,0.0,0.0,46.84,35.49,0.0,48.0,0.0,0.0,39.33,58.09,0.0,0.0,1614.0,0.83,1.0
32.97,72.28,0.0,0.0,0.0,0.0,32.91,73.64,0.0,0.0,0.0,0.0,46.73,35.64,0.0,51.0,0.0,0.0,39.58,57.65,0.0,0.0,788.0,0.83,1.0
33.14,71.82,0.0,0.0,0.0,0.0,32.95,72.97,0.0,0.0,0.0,0.0,43.6,40.31,0.0,48.0,0.0,0.83,46.09,43.71,0.0,0.0,15.0,0.0,1.0
33.14,71.81,0.0,0.0,0.0,0.0,32.96,72.96,0.0,0.0,0.0,0.0,43.52,40.45,0.0,48.0,0.0,0.83,46.16,43.51,0.0,0.0,8.0,0.0,1.0
33.14,71.78,0.0,0.0,0.0,0.0,32.96,72.96,0.0,0.0,0.0,0.0,43.45,40.59,0.0,48.0,0.0,0.83,46.23,43.3,0.0,0.0,0.0,0.0,1.0
33.15,71.78,0.0,0.0,0.0,0.0,32.96,72.96,0.0,0.0,0.0,0.0,43.37,40.72,0.0,48.0,0.0,0.83,46.29,43.1,0.0,0.0,0.0,0.0,1.0
33.15,71.76,0.0,0.0,0.0,0.0,32.96,72.95,0.0,0.0,0.0,0.0,43.3,40.85,0.0,48.0,0.0,0.83,46.36,42.93,0.0,0.0,0.0,0.0,1.0
33.15,71.76,0.0,0.0,0.0,0.0,32.97,72.93,0.0,0.0,0.0,0.0,43.22,40.98,0.0,75.0,0.0,0.83,46.43,42.76,0.0,0.0,0.0,0.0,1.0
33.16,71.76,0.0,0.0,0.0,0.0,32.97,72.9,0.0,0.0,0.0,0.0,43.15,41.12,0.0,48.0,0.0,0.83,46.49,42.56,0.0,0.0,0.0,0.0,1.0
33.16,71.73,0.0,0.0,0.0,0.0,32.97,72.89,0.0,0.0,0.0,0.0,43.08,41.23,0.0,48.0,0.0,0.83,46.55,42.4,0.0,0.0,134.0,0.0,1.0
33.17,71.71,0.0,0.0,0.0,0.0,32.97,72.91,0.0,0.0,0.0,0.0,43.01,41.36,0.0,49.0,0.0,0.83,46.61,42.26,0.0,0.0,126.0,0.0,1.0
33.17,71.69,0.0,0.0,0.0,0.0,32.98,72.92,0.0,0.0,0.0,0.0,42.94,41.48,0.0,48.0,0.0,0.83,46.67,42.1,0.0,0.0,0.0,0.0,1.0
33.17,71.7,0.0,0.0,0.0,0.0,32.98,72.95,0.0,0.0,0.0,0.0,42.87,41.6,0.0,92.0,0.0,0.83,46.72,41.96,0.0,0.0,0.0,0.0,1.0
33.18,71.68,0.0,0.0,0.0,0.0,32.98,72.95,0.0,0.0,0.0,0.0,42.8,41.71,0.0,48.0,0.0,0.83,46.78,41.77,0.0,0.0,36.0,0.0,1.0
33.18,71.67,0.0,0.0,0.0,0.0,32.98,72.94,0.0,0.0,0.0,0.0,42.73,41.85,0.0,48.0,0.0,0.83,46.83,41.6,0.0,0.0,0.0,0.0,1.0
33.18,71.65,0.0,0.0,0.0,0.0,32.98,72.97,0.0,0.0,0.0,0.0,42.66,41.97,0.0,48.0,0.0,0.83,46.88,41.46,0.0,0.0,0.0,0.0,1.0
33.19,71.64,0.0,0.0,0.0,0.0,32.99,72.99,0.0,0.0,0.0,0.0,42.59,42.11,0.0,50.0,0.0,0.83,46.94,41.33,0.0,0.0,0.0,0.0,1.0
33.19,71.64,0.0,0.0,0.0,0.0,32.99,72.98,0.0,0.0,0.0,0.0,42.53,42.22,0.0,48.0,0.0,0.83,46.99,41.21,0.0,0.0,174.0,0.83,1.0
33.2,71.6,0.0,0.0,0.0,0.0,32.99,72.97,0.0,0.0,0.0,0.0,42.46,42.35,0.0,49.0,0.0,0.83,47.04,41.07,0.0,0.0,0.0,0.0,1.0
33.2,71.62,0.0,0.0,0.0,0.0,32.99,72.98,0.0,0.0,0.0,0.0,42.4,42.45,0.0,49.0,0.0,0.83,47.09,40.92,0.0,0.0,0.0,0.0,1.0
33.2,71.62,0.0,0.0,0.0,0.0,32.99,72.96,0.0,0.0,0.0,0.0,42.33,42.58,0.0,34.0,0.0,0.83,47.14,40.78,0.0,0.0,0.0,0.0,1.0
33.21,71.58,0.0,0.0,0.0,0.0,33.0,72.97,0.0,0.0,0.0,0.0,42.27,42.69,0.0,49.0,0.0,0.83,47.19,40.62,0.0,0.0,0.0,0.0,1.0
33.21,71.57,0.0,0.0,0.0,0.0,33.0,72.98,0.0,0.0,0.0,0.0,42.2,42.81,0.0,48.0,0.0,0.83,47.24,40.45,0.0,0.0,0.0,0.0,1.0
33.21,71.55,0.0,0.0,0.0,0.0,33.0,72.98,0.0,0.0,0.0,0.0,42.14,42.93,0.0,48.0,0.0,0.83,47.28,40.27,0.0,0.0,0.0,0.0,1.0
33.33,71.12,0.0,0.0,0.0,0.0,33.06,73.22,0.0,0.0,0.0,0.0,40.29,46.8,0.0,48.0,0.0,0.83,48.54,36.65,0.0,0.0,0.0,0.83,1.0
33.33,71.1,0.0,0.0,0.0,0.0,33.06,73.21,0.0,0.0,0.0,0.0,40.24,46.88,0.0,48.0,0.0,0.83,48.56,36.57,0.0,0.0,0.0,0.83,1.0
33.33,71.08,0.0,0.0,0.0,0.0,33.06,73.21,0.0,0.0,0.0,0.0,40.19,46.99,0.0,49.0,0.0,0.83,48.57,36.5,0.0,0.0,0.0,0.83,1.0
33.33,71.08,0.0,0.0,0.0,0.0,33.07,73.21,0.0,0.0,0.0,0.0,40.14,47.09,0.0,48.0,0.0,0.83,48.58,36.51,0.0,0.0,36.0,1.67,1.0
33.34,71.06,0.0,0.0,0.0,0.0,33.07,73.22,0.0,0.0,0.0,0.0,40.1,47.21,0.0,48.0,0.0,0.83,48.59,36.46,0.0,0.0,0.0,0.83,1.0
33.34,71.06,0.0,0.0,0.0,0.0,33.07,73.21,0.0,0.0,0.0,0.0,40.05,47.3,0.0,49.0,0.0,0.83,48.6,36.42,0.0,0.0,0.0,1.67,1.0
33.34,71.06,0.0,0.0,0.0,0.0,33.07,73.22,0.0,0.0,0.0,0.0,40.01,47.41,0.0,48.0,0.0,0.83,48.61,36.32,0.0,0.0,0.0,0.83,1.0
33.34,71.04,0.0,0.0,0.0,0.0,33.07,73.19,0.0,0.0,0.0,0.0,39.96,47.51,0.0,35.0,0.0,0.83,48.61,36.25,0.0,0.0,0.0,1.67,1.0
33.35,71.04,0.0,0.0,0.0,0.0,33.07,73.2,0.0,0.0,0.0,0.0,39.92,47.58,0.0,48.0,0.0,0.83,48.62,36.17,0.0,0.0,365.0,2.5,1.0
33.35,71.02,0.0,0.0,0.0,0.0,33.08,73.19,0.0,0.0,0.0,0.0,39.88,47.69,0.0,48.0,0.0,0.83,48.62,36.11,0.0,0.0,0.0,1.67,1.0
33.35,71.02,0.0,0.0,0.0,0.0,33.08,73.17,0.0,0.0,0.0,0.0,39.83,47.78,0.0,48.0,0.0,0.83,48.62,36.06,0.0,0.0,0.0,1.67,1.0
33.35,71.0,0.0,0.0,0.0,0.0,33.08,73.14,0.0,0.0,0.0,0.0,39.79,47.87,0.0,47.0,0.0,0.83,48.62,36.01,0.0,0.0,232.0,2.5,1.0
33.36,70.98,0.0,0.0,0.0,0.0,33.08,73.13,0.0,0.0,0.0,0.0,39.75,47.95,0.0,48.0,0.0,0.83,48.62,35.99,0.0,0.0,0.0,1.67,1.0
33.36,70.97,0.0,0.0,0.0,0.0,33.08,73.13,0.0,0.0,0.0,0.0,39.71,48.07,0.0,48.0,0.0,0.83,48.63,35.94,0.0,0.0,0.0,1.67,1.0
33.36,70.95,0.0,0.0,0.0,0.0,33.09,73.12,0.0,0.0,0.0,0.0,39.67,48.15,0.0,48.0,0.0,0.83,48.62,35.91,0.0,0.0,0.0,1.67,1.0
33.37,70.95,0.0,0.0,0.0,0.0,33.09,73.13,0.0,0.0,0.0,0.0,39.63,48.26,0.0,48.0,0.0,0.83,48.62,35.87,0.0,0.0,404.0,1.67,1.0
33.37,70.93,0.0,0.0,0.0,0.0,33.09,73.11,0.0,0.0,0.0,0.0,39.58,48.34,0.0,48.0,0.0,0.83,48.62,35.86,0.0,0.0,298.0,1.67,1.0
33.37,70.92,0.0,0.0,0.0,0.0,33.09,73.1,0.0,0.0,0.0,0.0,39.54,48.46,0.0,48.0,0.0,0.83,48.62,35.87,0.0,0.0,996.0,2.5,1.0
33.37,70.91,0.0,0.0,0.0,0.0,33.09,73.08,0.0,0.0,0.0,0.0,39.5,48.53,0.0,49.0,0.0,0.83,48.63,35.88,0.0,0.0,500.0,2.5,1.0
33.38,70.91,0.0,0.0,0.0,0.0,33.09,73.08,0.0,0.0,0.0,0.0,39.46,48.62,0.0,50.0,0.0,0.83,48.63,35.85,0.0,0.0,1348.0,3.33,1.0
33.38,70.9,0.0,1.0,0.0,0.0,33.1,73.05,0.0,0.0,0.0,0.0,39.42,48.75,0.0,50.0,0.0,0.83,48.63,35.82,0.0,0.0,1453.0,3.33,1.0
33.39,70.88,0.0,0.0,0.0,0.0,33.1,73.04,0.0,0.0,0.0,0.0,39.39,48.84,0.0,52.0,0.0,0.83,48.64,35.79,0.0,0.0,626.0,3.33,1.0
33.39,70.69,0.0,0.0,0.0,0.0,33.09,72.72,0.0,0.0,0.0,0.0,38.29,51.5,0.0,70.0,0.0,0.83,52.09,31.08,0.0,0.0,3997.0,4.17,1.0
33.39,70.69,0.0,0.0,0.0,0.0,33.09,72.7,0.0,0.0,0.0,0.0,38.26,51.57,0.0,67.0,0.0,0.83,52.19,30.92,0.0,0.0,2792.0,5.0,1.0
33.39,70.68,0.0,0.0,0.0,0.0,33.09,72.65,0.0,0.0,0.0,0.0,38.24,51.63,0.0,66.0,0.0,0.83,52.29,30.76,0.0,0.0,4024.0,3.33,1.0
70.67,70.69,0.0,0.0,0.0,0.0,33.09,72.61,0.0,0.0,0.0,0.0,38.21,51.7,0.0,65.0,0.0,0.83,52.38,30.63,0.0,0.0,4024.0,4.17,1.0
33.39,70.68,0.0,0.0,0.0,0.0,33.09,72.59,0.0,0.0,0.0,0.0,38.18,51.78,0.0,67.0,0.0,0.83,52.47,30.49,0.0,0.0,3949.0,3.33,1.0
33.39,70.67,0.0,0.0,0.0,0.0,33.09,72.57,0.0,0.0,0.0,0.0,38.15,51.86,0.0,64.0,0.0,0.83,52.57,30.36,0.0,0.0,3926.0,3.33,1.0
