T1,H1,S1,G1,F1,T2,H2,S2,G2,F2,T3,H3,S3,G3,F3,T4,H4,S4,G4,F4,CLASS_LABEL
30.46,68.16,0.0,7.0,0.0,29.93,68.7,0.0,0.0,0.0,30.52,66.61,0.0,54.0,0.0,32.93,64.49,0.0,0.0,0.0,0.0
37.82,60.9,0.0,0.0,245.0,50.62,28.16,0.0,0.0,3983.0,37.49,56.84,0.0,9.0,0.0,40.32,48.11,0.0,11.0,0.0,1.0
40.51,50.31,0.0,0.0,3258.0,41.48,41.94,0.0,0.0,0.0,41.32,44.96,0.0,6.0,0.0,44.43,36.09,0.0,11.0,0.0,1.0
30.73,68.18,0.0,6.0,0.0,30.43,69.48,0.0,0.0,0.0,31.06,65.76,0.0,54.0,0.0,33.22,65.03,0.0,0.0,0.0,0.0
40.36,50.3,0.0,0.0,0.0,39.6,46.61,0.0,0.0,0.0,48.95,33.72,0.0,14.0,4095.0,41.9,43.6,0.0,12.0,0.0,1.0
30.47,68.13,0.0,8.0,0.0,30.0,68.64,0.0,0.0,0.0,30.52,66.54,0.0,55.0,0.0,32.92,64.43,0.0,0.0,0.0,0.0
32.2,70.02,0.0,5.0,0.0,32.43,70.76,0.0,0.0,0.0,31.9,70.69,0.0,51.0,0.0,34.49,60.65,0.0,0.0,0.0,0.0
30.49,68.32,0.0,8.0,0.0,30.02,69.16,0.0,0.0,0.0,30.63,66.46,0.0,56.0,0.0,33.1,64.9,0.0,0.0,0.0,0.0
30.5,68.38,0.0,6.0,0.0,30.04,69.2,0.0,0.0,0.0,30.63,66.52,0.0,59.0,0.0,33.1,64.9,0.0,0.0,0.0,0.0
30.5,68.14,0.0,10.0,0.0,29.98,68.72,0.0,0.0,0.0,30.52,66.64,0.0,57.0,0.0,32.94,64.53,0.0,0.0,0.0,0.0
33.47,70.58,0.0,0.0,0.0,33.07,72.35,0.0,0.0,0.0,37.02,54.79,0.0,50.0,0.0,53.33,27.49,0.0,0.0,1276.0,1.0
30.8,68.29,0.0,4.0,0.0,30.68,69.59,0.0,0.0,0.0,31.21,65.67,0.0,55.0,0.0,33.24,65.04,0.0,0.0,0.0,0.0
30.48,67.87,0.0,9.0,0.0,29.98,68.59,0.0,0.0,0.0,30.48,66.5,0.0,54.0,0.0,32.91,64.37,0.0,0.0,0.0,0.0
37.8,60.95,0.0,0.0,0.0,50.77,27.66,0.0,0.0,3294.0,37.48,56.96,0.0,11.0,0.0,40.32,47.95,0.0,0.0,0.0,1.0
32.46,73.41,0.0,0.0,0.0,32.65,73.82,0.0,0.0,0.0,52.59,32.72,0.0,37.0,0.92,33.5,68.82,0.0,0.0,0.0,1.0
33.79,69.61,0.0,0.0,0.0,33.27,71.74,0.0,0.0,0.0,35.76,58.58,0.0,52.0,0.0,51.78,28.25,0.0,0.0,0.0,1.0
33.51,56.96,0.0,14.0,0.0,59.9,52.09,0.0,0.0,0.0,32.93,57.18,0.0,34.0,0.0,33.57,16.92,0.0,33.0,0.0,1.0
37.93,60.62,0.0,0.0,611.0,49.7,29.26,0.0,0.0,3904.0,37.55,56.6,0.0,14.0,0.0,40.36,47.77,0.0,5.0,0.0,1.0
30.25,68.07,0.0,10.0,0.0,29.81,68.35,0.0,0.0,0.0,30.28,66.81,0.0,51.0,0.0,32.8,64.08,0.0,0.0,0.0,0.0
30.74,68.17,0.0,6.0,0.0,30.45,69.5,0.0,0.0,0.0,31.09,65.71,0.0,56.0,0.0,33.23,65.02,0.0,0.0,0.0,0.0
40.13,50.97,0.0,0.0,0.0,39.6,46.6,0.0,0.0,0.0,49.44,32.8,0.0,16.0,4031.0,41.94,43.55,0.0,7.0,0.0,1.0
33.94,57.02,0.0,16.0,0.0,33.26,60.04,0.0,0.0,0.0,34.64,52.63,0.0,2.0,2761.0,41.35,43.83,0.0,70.0,0.0,1.0
30.5,68.22,0.0,8.0,0.0,30.07,69.05,0.0,0.0,0.0,30.64,66.38,0.0,53.0,0.0,33.16,64.84,0.0,0.0,0.0,0.0
30.19,71.02,0.0,0.0,0.0,29.39,69.85,0.0,0.0,0.0,30.15,69.28,0.0,53.0,0.0,32.08,65.03,0.0,0.0,0.0,0.0
36.01,50.15,0.0,13.0,0.0,34.98,54.96,0.0,0.0,0.0,56.84,19.76,0.0,0.0,2765.0,34.22,100.0,0.0,20.0,0.0,1.0
39.03,54.99,0.0,0.0,0.0,40.69,44.17,0.0,0.0,0.0,40.8,46.37,0.0,1.0,0.0,48.18,32.39,0.0,6.0,0.0,1.0
45.27,45.6,0.0,0.0,2016.0,42.65,41.57,0.0,0.0,0.0,39.25,52.19,0.0,11.0,0.0,40.57,47.97,0.0,12.0,0.0,1.0
30.48,68.34,0.0,5.0,0.0,30.01,69.15,0.0,0.0,0.0,30.63,66.45,0.0,60.0,0.0,33.08,64.89,0.0,0.0,0.0,0.0
30.37,67.86,0.0,7.0,0.0,29.89,68.47,0.0,0.0,0.0,30.4,66.57,0.0,54.0,0.0,32.88,64.27,0.0,0.0,0.0,0.0
30.28,67.97,0.0,9.0,0.0,29.79,68.37,0.0,0.0,0.0,30.32,66.68,0.0,53.0,0.0,32.78,64.15,0.0,0.0,0.0,0.0
30.47,67.83,0.0,7.0,0.0,29.96,68.55,0.0,0.0,0.0,30.47,66.49,0.0,51.0,0.0,32.88,64.35,0.0,0.0,0.0,0.0
28.87,71.87,0.0,0.0,0.0,29.06,68.42,0.0,0.0,0.0,29.51,69.38,0.0,58.0,0.0,31.79,63.74,0.0,0.0,0.0,0.0
30.25,68.07,0.0,9.0,0.0,29.78,68.35,0.0,0.0,0.0,30.26,66.84,0.0,52.0,0.0,32.77,64.1,0.0,0.0,0.0,0.0
34.53,56.92,0.0,18.0,0.0,33.7,59.43,0.0,0.0,0.0,34.45,55.14,0.0,16.0,0.0,67.51,13.83,0.0,33.0,190.0,1.0
40.5,50.49,0.0,0.0,0.0,41.46,41.9,0.0,0.0,0.0,41.32,45.04,0.0,5.0,0.0,44.47,36.26,0.0,8.0,0.0,1.0
30.07,70.95,0.0,0.0,0.0,29.5,69.8,0.0,0.0,0.0,30.03,69.82,0.0,52.0,0.0,32.33,65.03,0.0,0.0,0.0,0.0
39.58,52.59,0.0,0.0,0.0,39.78,46.05,0.0,0.0,0.0,46.14,35.84,0.0,12.0,0.0,44.0,40.25,0.0,0.0,2718.0,1.0
44.02,42.49,0.0,0.0,0.0,40.24,45.29,0.0,0.0,0.0,42.33,46.13,0.0,13.0,1192.0,41.56,44.82,0.0,14.0,0.0,1.0
30.48,68.11,0.0,10.0,0.0,29.99,68.63,0.0,0.0,0.0,30.52,66.53,0.0,55.0,0.0,32.91,64.41,0.0,0.0,0.0,0.0
39.25,53.51,0.0,0.0,0.0,40.07,45.45,0.0,0.0,0.0,43.11,40.76,0.0,11.0,0.0,45.97,37.23,0.0,0.0,3376.0,1.0
30.34,67.91,0.0,10.0,0.0,29.87,68.46,0.0,0.0,0.0,30.37,66.59,0.0,55.0,0.0,32.84,64.25,0.0,0.0,0.0,0.0
35.94,58.28,0.0,9.0,0.0,35.15,53.21,0.0,0.0,0.0,32.61,63.31,0.0,3.0,1195.0,34.22,100.0,0.0,30.0,0.0,1.0
30.8,68.27,0.0,7.0,0.0,30.67,69.59,0.0,0.0,0.0,31.21,65.64,0.0,54.0,0.0,33.24,65.05,0.0,0.0,0.0,0.0
30.5,68.24,0.0,6.0,0.0,30.07,69.06,0.0,0.0,0.0,30.64,66.4,0.0,57.0,0.0,33.16,64.84,0.0,0.0,0.0,0.0
39.98,51.13,0.0,0.0,0.0,39.58,46.38,0.0,0.0,0.0,49.67,32.03,0.0,15.0,3994.0,41.99,43.05,0.0,11.0,0.0,1.0
33.81,69.59,0.0,0.0,0.0,33.28,71.8,0.0,0.0,0.0,35.71,58.74,0.0,51.0,0.0,51.33,28.62,0.0,0.0,0.0,1.0
30.51,68.38,0.0,6.0,0.0,30.07,69.24,0.0,0.0,0.0,30.68,66.45,0.0,54.0,0.0,33.1,64.95,0.0,0.0,0.0,0.0
36.43,48.89,0.0,13.0,0.0,34.89,54.11,0.0,0.0,0.0,59.17,18.13,0.0,2.0,2193.0,34.22,100.0,0.0,25.0,0.0,1.0
30.48,68.18,0.0,7.0,0.0,30.07,69.0,0.0,0.0,0.0,30.62,66.38,0.0,51.0,0.0,33.1,64.8,0.0,0.0,0.0,0.0
28.81,71.91,0.0,0.0,0.0,28.9,68.4,0.0,0.0,0.0,29.31,69.94,0.0,58.0,0.0,31.32,63.68,0.0,0.0,0.0,0.0
30.7,68.2,0.0,6.0,0.0,30.37,69.45,0.0,0.0,0.0,31.0,65.89,0.0,55.0,0.0,33.2,65.02,0.0,0.0,0.0,0.0
30.7,68.2,0.0,5.0,0.0,30.38,69.44,0.0,0.0,0.0,31.01,65.88,0.0,54.0,0.0,33.21,65.03,0.0,0.0,0.0,0.0
39.07,54.98,0.0,0.0,0.0,40.7,44.24,0.0,0.0,0.0,40.83,46.31,0.0,2.0,0.0,48.13,32.17,0.0,3.0,0.0,1.0
56.47,24.07,0.0,16.0,0.0,36.06,51.6,0.0,0.0,0.0,33.43,61.4,0.0,0.0,1958.0,34.22,100.0,0.0,29.0,0.0,1.0
37.75,46.09,0.0,16.0,0.0,35.45,53.9,0.0,0.0,0.0,58.69,19.27,0.0,5.0,1965.0,34.22,100.0,0.0,28.0,0.0,1.0
30.06,70.94,0.0,0.0,0.0,29.5,69.82,0.0,0.0,0.0,30.03,69.86,0.0,53.0,0.0,32.33,65.03,0.0,0.0,0.0,0.0
56.71,23.45,0.0,17.0,0.0,36.08,51.54,0.0,0.0,0.0,33.44,61.41,0.0,1.0,1726.0,34.22,100.0,0.0,20.0,0.0,1.0
30.64,68.29,0.0,7.0,0.0,30.29,69.38,0.0,0.0,0.0,30.86,66.22,0.0,54.0,0.0,33.18,65.01,0.0,0.0,0.0,0.0
32.06,60.61,0.0,15.0,0.0,61.89,57.13,0.0,281.0,0.0,31.05,62.96,0.0,31.0,0.0,32.68,16.27,0.0,34.0,0.0,1.0
32.63,69.57,0.0,1.0,0.0,32.86,68.99,0.0,0.0,0.0,30.73,74.4,0.0,51.0,0.0,32.57,66.89,0.0,0.0,0.0,0.0
33.37,70.92,0.0,0.0,0.0,33.09,73.1,0.0,0.0,0.0,39.54,48.46,0.0,48.0,0.0,48.62,35.87,0.0,0.0,996.0,1.0
45.96,43.56,0.0,0.0,3891.0,42.03,42.76,0.0,0.0,0.0,39.38,51.85,0.0,9.0,0.0,40.62,48.1,0.0,12.0,0.0,1.0
30.74,68.17,0.0,6.0,0.0,30.44,69.49,0.0,0.0,0.0,31.08,65.73,0.0,57.0,0.0,33.23,65.03,0.0,0.0,0.0,0.0
30.45,68.27,0.0,11.0,0.0,30.05,68.88,0.0,0.0,0.0,30.59,66.44,0.0,39.0,0.0,33.14,64.69,0.0,0.0,0.0,0.0
34.2,56.64,0.0,15.0,0.0,33.48,59.59,0.0,0.0,0.0,34.5,53.45,0.0,1.0,2663.0,48.54,32.89,0.0,37.0,0.0,1.0
28.97,70.22,0.0,0.0,0.0,28.63,68.37,0.0,0.0,0.0,28.86,71.13,0.0,53.0,0.0,30.07,63.61,0.0,0.0,0.0,0.0
37.92,60.6,0.0,0.0,0.0,49.75,29.18,0.0,0.0,1988.0,37.54,56.63,0.0,16.0,0.0,40.35,47.74,0.0,9.0,0.0,1.0
35.64,61.29,0.0,1.0,0.0,42.64,42.19,0.0,0.0,2737.0,34.85,60.8,0.0,0.0,3519.0,37.53,52.22,0.0,30.0,488.0,1.0
40.42,57.07,0.0,0.0,414.0,33.47,71.36,0.0,0.0,0.0,34.91,61.01,0.0,52.0,0.0,45.68,34.66,0.0,0.0,0.0,1.0
37.65,61.24,0.0,0.0,0.0,51.95,26.8,0.0,0.0,3989.0,37.44,57.79,0.0,13.0,0.0,40.26,48.99,0.0,9.0,0.0,1.0
36.45,58.3,0.0,7.0,0.0,49.35,28.78,0.0,7.0,591.0,36.16,55.47,0.0,16.0,3434.0,37.65,49.96,0.0,32.0,528.0,1.0
46.04,43.16,0.0,0.0,3957.0,41.96,42.88,0.0,0.0,0.0,39.4,51.8,0.0,10.0,0.0,40.64,48.23,0.0,11.0,0.0,1.0
30.44,67.76,0.0,11.0,0.0,29.97,68.54,0.0,0.0,0.0,30.4,66.59,0.0,51.0,0.0,32.94,64.32,0.0,0.0,0.0,0.0
46.2,39.24,0.0,0.0,0.0,40.46,45.24,0.0,0.0,0.0,41.11,49.19,0.0,10.0,1377.0,41.28,46.32,0.0,11.0,0.0,1.0
39.09,54.13,0.0,0.0,0.0,40.27,45.19,0.0,0.0,0.0,41.87,43.16,0.0,13.0,0.0,46.94,34.71,0.0,0.0,1824.0,1.0
32.24,70.04,0.0,0.0,0.0,32.46,70.79,0.0,0.0,0.0,31.74,71.18,0.0,51.0,0.0,34.31,61.42,0.0,0.0,0.0,0.0
39.15,54.1,0.0,1.0,0.0,40.19,45.04,0.0,0.0,0.0,42.25,43.06,0.0,10.0,0.0,46.62,35.54,0.0,0.0,1198.0,1.0
46.59,41.08,0.0,0.0,3935.0,41.55,43.58,0.0,0.0,0.0,39.56,51.98,0.0,26.0,0.0,40.72,48.43,0.0,16.0,0.0,1.0
34.87,56.85,0.0,19.0,0.0,50.58,29.59,0.0,0.0,0.0,34.69,55.4,0.0,18.0,0.0,58.1,13.62,0.0,20.0,0.0,1.0
40.5,50.44,0.0,0.0,751.0,41.47,41.93,0.0,0.0,1827.0,41.32,45.11,0.0,5.0,0.0,44.45,36.21,0.0,11.0,0.0,1.0
30.35,67.87,0.0,0.0,0.0,29.88,68.46,0.0,0.0,0.0,30.39,66.58,0.0,54.0,0.0,32.86,64.25,0.0,0.0,0.0,0.0
30.25,68.05,0.0,11.0,0.0,29.78,68.34,0.0,0.0,0.0,30.26,66.82,0.0,50.0,0.0,32.77,64.1,0.0,0.0,0.0,0.0
28.94,71.77,0.0,0.0,0.0,29.18,68.42,0.0,0.0,0.0,29.74,68.71,0.0,55.0,0.0,32.16,63.75,0.0,0.0,0.0,0.0
44.05,42.43,0.0,0.0,0.0,40.24,45.3,0.0,0.0,0.0,42.32,46.1,0.0,12.0,1192.0,41.56,44.87,0.0,9.0,0.0,1.0
30.46,68.24,0.0,7.0,0.0,30.06,68.88,0.0,0.0,0.0,30.56,66.47,0.0,57.0,0.0,33.16,64.68,0.0,0.0,0.0,0.0
30.5,68.3,0.0,5.0,0.0,30.04,69.1,0.0,0.0,0.0,30.61,66.48,0.0,57.0,0.0,33.08,64.84,0.0,0.0,0.0,0.0
30.46,68.24,0.0,9.0,0.0,30.06,68.83,0.0,0.0,0.0,30.51,66.63,0.0,54.0,0.0,33.15,64.65,0.0,0.0,0.0,0.0
47.41,38.17,0.0,0.0,2735.0,40.86,44.83,0.0,0.0,0.0,39.81,51.28,0.0,13.0,0.0,40.88,47.41,0.0,17.0,0.0,1.0
30.48,68.04,0.0,7.0,0.0,30.0,68.6,0.0,0.0,0.0,30.49,66.55,0.0,53.0,0.0,32.93,64.4,0.0,0.0,0.0,0.0
40.63,49.66,0.0,0.0,26.0,41.55,41.49,0.0,0.0,0.0,41.31,44.28,0.0,5.0,0.0,44.22,36.61,0.0,8.0,0.0,1.0
30.48,68.08,0.0,10.0,0.0,29.99,68.63,0.0,0.0,0.0,30.51,66.53,0.0,54.0,0.0,32.9,64.41,0.0,0.0,0.0,0.0
64.49,15.74,0.0,19.0,0.0,36.33,51.01,0.0,0.0,0.0,33.76,60.39,0.0,0.0,1934.0,34.22,100.0,0.0,27.0,0.0,1.0
33.62,56.34,0.0,15.0,0.0,57.51,50.12,0.0,0.0,0.0,33.24,55.93,0.0,35.0,0.0,33.87,17.24,0.0,35.0,0.0,1.0
30.49,68.18,0.0,9.0,0.0,29.97,68.76,0.0,0.0,0.0,30.54,66.61,0.0,54.0,0.0,32.96,64.58,0.0,0.0,0.0,0.0
47.98,28.37,0.0,7.0,0.0,35.87,52.0,0.0,0.0,0.0,48.32,34.23,0.0,0.0,1167.0,34.22,100.0,0.0,27.0,0.0,1.0
30.34,67.9,0.0,7.0,0.0,29.87,68.44,0.0,0.0,0.0,30.37,66.59,0.0,54.0,0.0,32.84,64.24,0.0,0.0,0.0,0.0
35.65,61.31,0.0,2.0,0.0,42.64,42.28,0.0,0.0,1449.0,34.85,60.79,0.0,16.0,3440.0,37.53,52.28,0.0,29.0,249.0,1.0
32.16,60.52,0.0,16.0,0.0,65.51,55.96,0.0,215.0,0.0,31.04,62.94,0.0,32.0,0.0,32.73,16.31,0.0,31.0,0.0,1.0
37.96,60.66,0.0,0.0,0.0,49.46,29.87,0.0,0.0,3082.0,37.58,56.62,0.0,14.0,0.0,40.38,48.02,0.0,1.0,0.0,1.0
30.5,68.21,0.0,9.0,0.0,29.98,68.77,0.0,0.0,0.0,30.53,66.66,0.0,54.0,0.0,32.99,64.6,0.0,0.0,0.0,0.0
30.47,67.79,0.0,5.0,0.0,29.97,68.55,0.0,0.0,0.0,30.47,66.46,0.0,54.0,0.0,32.94,64.34,0.0,0.0,0.0,0.0
30.5,68.29,0.0,5.0,0.0,30.04,69.09,0.0,0.0,0.0,30.61,66.48,0.0,58.0,0.0,33.09,64.85,0.0,0.0,0.0,0.0
55.19,25.63,0.0,5.0,0.0,36.0,51.31,0.0,0.0,0.0,33.42,61.42,0.0,0.0,2063.0,34.22,100.0,0.0,26.0,0.0,1.0
30.3,67.95,0.0,9.0,0.0,29.82,68.41,0.0,0.0,0.0,30.33,66.65,0.0,53.0,0.0,32.81,64.18,0.0,0.0,0.0,0.0
30.38,67.79,0.0,6.0,0.0,29.92,68.48,0.0,0.0,0.0,30.4,66.56,0.0,51.0,0.0,32.88,64.28,0.0,0.0,0.0,0.0
30.49,68.35,0.0,10.0,0.0,30.02,69.16,0.0,0.0,0.0,30.63,66.46,0.0,57.0,0.0,33.1,64.88,0.0,0.0,0.0,0.0
33.72,65.96,0.0,0.0,1116.0,32.36,64.91,0.0,0.0,1231.0,31.9,67.84,0.0,6.0,4015.0,35.87,56.84,0.0,29.0,3985.0,1.0
30.5,68.27,0.0,7.0,0.0,30.05,69.07,0.0,0.0,0.0,30.62,66.43,0.0,59.0,0.0,33.1,64.85,0.0,0.0,0.0,0.0
34.6,57.09,0.0,18.0,0.0,38.31,50.5,0.0,0.0,0.0,34.44,55.86,0.0,11.0,0.0,70.33,12.58,0.0,31.0,0.0,1.0
30.39,67.78,0.0,10.0,0.0,29.93,68.49,0.0,0.0,0.0,30.4,66.57,0.0,53.0,0.0,32.89,64.28,0.0,0.0,0.0,0.0
30.35,67.88,0.0,7.0,0.0,29.88,68.47,0.0,0.0,0.0,30.39,66.57,0.0,55.0,0.0,32.87,64.25,0.0,0.0,0.0,0.0
30.46,67.77,0.0,10.0,0.0,29.97,68.54,0.0,0.0,0.0,30.44,66.52,0.0,54.0,0.0,32.9,64.34,0.0,0.0,0.0,0.0
30.49,68.24,0.0,9.0,0.0,29.99,68.78,0.0,0.0,0.0,30.52,66.66,0.0,54.0,0.0,33.0,64.61,0.0,0.0,0.0,0.0
32.63,69.55,0.0,0.0,0.0,32.87,68.91,0.0,0.0,0.0,30.72,74.43,0.0,51.0,0.0,32.52,67.0,0.0,0.0,0.0,0.0
37.18,47.23,0.0,13.0,0.0,35.18,54.23,0.0,0.0,0.0,58.78,18.49,0.0,10.0,2744.0,34.22,100.0,0.0,23.0,0.0,1.0
30.57,68.35,0.0,9.0,0.0,30.19,69.31,0.0,0.0,0.0,30.76,66.38,0.0,57.0,0.0,33.15,64.98,0.0,0.0,0.0,0.0
34.53,57.04,0.0,17.0,0.0,33.59,59.6,0.0,0.0,0.0,34.39,55.6,0.0,9.0,0.0,76.98,10.28,0.0,27.0,194.0,1.0
30.77,68.17,0.0,5.0,0.0,30.53,69.53,0.0,0.0,0.0,31.15,65.61,0.0,55.0,0.0,33.24,65.04,0.0,0.0,0.0,0.0
30.48,68.12,0.0,7.0,0.0,29.99,68.63,0.0,0.0,0.0,30.52,66.54,0.0,54.0,0.0,32.91,64.42,0.0,0.0,0.0,0.0
46.62,40.89,0.0,0.0,1417.0,41.52,43.72,0.0,0.0,0.0,39.57,51.87,0.0,25.0,0.0,40.72,48.3,0.0,16.0,0.0,1.0
37.92,56.81,0.0,0.0,0.0,39.75,56.41,0.0,0.0,0.0,34.04,64.76,0.0,46.0,0.0,39.26,46.93,0.0,0.0,0.0,1.0
33.18,71.68,0.0,0.0,0.0,32.98,72.95,0.0,0.0,0.0,42.8,41.71,0.0,48.0,0.0,46.78,41.77,0.0,0.0,36.0,1.0
35.38,61.81,0.0,4.0,0.0,39.14,49.3,0.0,0.0,514.0,34.27,62.59,0.0,16.0,3560.0,37.36,53.15,0.0,32.0,0.0,1.0
36.41,48.96,0.0,14.0,0.0,34.91,54.08,0.0,0.0,0.0,59.21,18.04,0.0,4.0,2109.0,34.22,100.0,0.0,22.0,0.0,1.0
42.61,45.52,0.0,0.0,0.0,39.95,45.87,0.0,0.0,0.0,43.69,43.39,0.0,14.0,4095.0,41.75,44.42,0.0,12.0,0.0,1.0
46.61,41.01,0.0,0.0,3948.0,41.54,43.7,0.0,0.0,0.0,39.57,51.91,0.0,23.0,0.0,40.72,48.37,0.0,16.0,0.0,1.0
40.49,50.45,0.0,0.0,0.0,41.45,41.83,0.0,0.0,0.0,41.32,44.92,0.0,5.0,0.0,44.49,36.28,0.0,10.0,0.0,1.0
34.17,56.67,0.0,19.0,0.0,33.46,59.64,0.0,0.0,0.0,34.53,53.43,0.0,1.0,2560.0,47.32,34.42,0.0,47.0,0.0,1.0
34.58,56.92,0.0,18.0,0.0,33.64,59.49,0.0,0.0,0.0,34.38,55.46,0.0,16.0,0.0,75.68,9.65,0.0,22.0,161.0,1.0
28.78,71.76,0.0,0.0,0.0,28.71,68.37,0.0,0.0,0.0,29.05,70.71,0.0,58.0,0.0,30.74,63.64,0.0,0.0,0.0,0.0
35.76,61.16,0.0,10.0,0.0,46.18,35.88,0.0,0.0,1435.0,35.51,59.25,0.0,14.0,3297.0,37.4,51.68,0.0,37.0,0.0,1.0
30.3,67.94,0.0,8.0,0.0,29.82,68.4,0.0,0.0,0.0,30.33,66.66,0.0,54.0,0.0,32.81,64.17,0.0,0.0,0.0,0.0
30.48,68.1,0.0,12.0,0.0,29.99,68.62,0.0,0.0,0.0,30.51,66.51,0.0,54.0,0.0,32.9,64.41,0.0,0.0,0.0,0.0
30.28,67.97,0.0,11.0,0.0,29.79,68.39,0.0,0.0,0.0,30.32,66.69,0.0,53.0,0.0,32.78,64.13,0.0,0.0,0.0,0.0
37.84,60.92,0.0,0.0,0.0,50.44,28.33,0.0,0.0,1976.0,37.5,56.64,0.0,10.0,0.0,40.33,48.16,0.0,10.0,0.0,1.0
32.64,69.55,0.0,0.0,0.0,32.89,68.91,0.0,0.0,0.0,30.7,74.44,0.0,51.0,0.0,32.48,67.15,0.0,0.0,0.0,0.0
30.49,68.32,0.0,7.0,0.0,30.02,69.13,0.0,0.0,0.0,30.61,66.48,0.0,57.0,0.0,33.09,64.87,0.0,0.0,0.0,0.0
30.55,68.34,0.0,7.0,0.0,30.17,69.28,0.0,0.0,0.0,30.72,66.41,0.0,54.0,0.0,33.15,64.98,0.0,0.0,0.0,0.0
32.75,69.47,0.0,0.0,0.0,33.09,68.5,0.0,0.0,0.0,30.56,74.74,0.0,50.0,0.0,31.88,68.58,0.0,0.0,0.0,0.0
39.79,51.91,0.0,0.0,0.0,39.62,46.64,0.0,0.0,0.0,48.54,33.05,0.0,12.0,0.0,42.62,42.55,0.0,0.0,3282.0,1.0
37.93,60.62,0.0,0.0,0.0,49.69,29.28,0.0,0.0,2894.0,37.55,56.59,0.0,10.0,0.0,40.36,47.8,0.0,10.0,0.0,1.0
30.45,68.29,0.0,6.0,0.0,30.0,68.92,0.0,0.0,0.0,30.6,66.44,0.0,50.0,0.0,33.05,64.73,0.0,0.0,0.0,0.0
39.08,54.07,0.0,0.0,0.0,40.28,45.01,0.0,0.0,0.0,41.8,43.67,0.0,10.0,0.0,47.0,34.41,0.0,0.0,3962.0,1.0
30.48,67.91,0.0,8.0,0.0,29.98,68.58,0.0,0.0,0.0,30.48,66.52,0.0,57.0,0.0,32.92,64.37,0.0,0.0,0.0,0.0
30.29,67.94,0.0,10.0,0.0,29.79,68.38,0.0,0.0,0.0,30.33,66.67,0.0,54.0,0.0,32.8,64.15,0.0,0.0,0.0,0.0
34.57,56.97,0.0,18.0,0.0,33.68,59.18,0.0,0.0,0.0,34.41,55.27,0.0,16.0,0.0,70.99,11.85,0.0,16.0,328.0,1.0
30.61,68.3,0.0,6.0,0.0,30.26,69.35,0.0,0.0,0.0,30.82,66.29,0.0,58.0,0.0,33.18,65.0,0.0,0.0,0.0,0.0
41.68,38.05,0.0,13.0,0.0,35.75,53.47,0.0,0.0,0.0,55.62,23.54,0.0,0.0,1663.0,34.22,100.0,0.0,31.0,0.0,1.0
32.74,69.47,0.0,1.0,0.0,33.09,68.55,0.0,0.0,0.0,30.57,74.75,0.0,49.0,0.0,31.91,68.5,0.0,0.0,0.0,0.0
33.82,69.55,0.0,0.0,0.0,33.29,71.8,0.0,0.0,0.0,35.69,58.81,0.0,53.0,0.0,51.18,28.81,0.0,0.0,0.0,1.0
33.35,71.04,0.0,0.0,0.0,33.07,73.2,0.0,0.0,0.0,39.92,47.58,0.0,48.0,0.0,48.62,36.17,0.0,0.0,365.0,1.0
30.47,68.27,0.0,6.0,0.0,30.05,68.99,0.0,0.0,0.0,30.62,66.37,0.0,56.0,0.0,33.07,64.79,0.0,0.0,0.0,0.0
42.4,48.67,0.0,0.0,0.0,33.56,70.97,0.0,0.0,0.0,34.41,62.88,0.0,50.0,0.0,41.86,41.5,0.0,0.0,0.0,1.0
39.02,55.04,0.0,1.0,0.0,40.63,44.02,0.0,0.0,0.0,40.82,46.7,0.0,10.0,0.0,48.09,32.24,0.0,0.0,3682.0,1.0
62.75,17.46,0.0,9.0,629.0,36.47,51.26,0.0,0.0,0.0,33.64,61.27,0.0,6.0,1871.0,34.22,100.0,0.0,26.0,0.0,1.0
42.44,45.94,0.0,0.0,0.0,39.93,46.27,0.0,0.0,0.0,44.12,42.99,0.0,12.0,3060.0,41.76,44.52,0.0,10.0,0.0,1.0
28.99,71.67,0.0,0.0,0.0,29.28,68.47,0.0,0.0,0.0,29.89,68.24,0.0,57.0,0.0,32.37,63.78,0.0,0.0,0.0,0.0
34.57,56.99,0.0,15.0,0.0,33.64,59.55,0.0,0.0,0.0,34.4,55.28,0.0,5.0,0.0,76.1,9.35,0.0,17.0,600.0,1.0
36.44,57.66,0.0,12.0,0.0,47.51,31.24,0.0,0.0,0.0,36.13,55.22,0.0,14.0,1897.0,34.22,100.0,0.0,96.0,0.0,1.0
30.3,67.94,0.0,9.0,0.0,29.84,68.4,0.0,0.0,0.0,30.35,66.65,0.0,54.0,0.0,32.82,64.18,0.0,0.0,0.0,0.0
34.34,56.62,0.0,16.0,0.0,33.6,59.27,0.0,0.0,0.0,34.44,53.87,0.0,3.0,2614.0,52.79,26.1,0.0,10.0,1286.0,1.0
45.05,46.27,0.0,0.0,2508.0,42.83,40.89,0.0,0.0,0.0,39.21,52.65,0.0,11.0,0.0,40.56,48.52,0.0,13.0,0.0,1.0
63.72,16.1,0.0,17.0,0.0,36.36,50.95,0.0,0.0,0.0,33.86,60.25,0.0,0.0,2098.0,34.22,100.0,0.0,22.0,0.0,1.0
41.88,37.68,0.0,16.0,0.0,35.76,53.15,0.0,0.0,0.0,55.44,23.78,0.0,2.0,1682.0,34.22,100.0,0.0,26.0,0.0,1.0
33.83,69.55,0.0,0.0,0.0,33.3,71.79,0.0,0.0,0.0,35.68,58.88,0.0,53.0,0.0,51.03,28.82,0.0,0.0,0.0,1.0
