T1,H1,S1,G1,F1,T2,H2,S2,G2,F2,T3,H3,S3,G3,F3,T4,H4,S4,G4,F4,CLASS_LABEL
39.25,53.5,0.0,0.0,0.0,40.07,45.47,0.0,0.0,0.0,43.08,40.67,0.0,12.0,0.0,46.0,37.16,0.0,0.0,2778.0,1.0
33.03,59.03,0.0,16.0,0.0,68.69,54.68,0.0,18.0,0.0,31.98,60.69,0.0,34.0,0.0,33.13,16.58,0.0,37.0,0.0,1.0
30.27,68.0,0.0,9.0,0.0,29.78,68.38,0.0,0.0,0.0,30.31,66.71,0.0,57.0,0.0,32.78,64.12,0.0,0.0,0.0,0.0
32.19,70.0,0.0,0.0,0.0,32.42,70.91,0.0,0.0,0.0,31.93,70.43,0.0,49.0,0.0,34.52,60.43,0.0,0.0,0.0,0.0
40.14,52.13,0.0,0.0,937.0,41.16,42.73,0.0,0.0,0.0,41.42,44.68,0.0,5.0,0.0,45.69,34.58,0.0,8.0,0.0,1.0
40.34,51.14,0.0,0.0,0.0,41.34,42.36,0.0,0.0,0.0,41.37,44.45,0.0,6.0,0.0,45.05,35.39,0.0,11.0,0.0,1.0
36.56,60.04,0.0,0.0,0.0,40.63,52.84,0.0,0.0,0.0,33.84,65.33,0.0,48.0,0.0,38.27,49.38,0.0,0.0,0.0,1.0
30.46,68.24,0.0,7.0,0.0,30.05,68.83,0.0,0.0,0.0,30.52,66.59,0.0,57.0,0.0,33.16,64.67,0.0,0.0,0.0,0.0
30.44,68.27,0.0,3.0,0.0,30.01,68.9,0.0,0.0,0.0,30.58,66.46,0.0,55.0,0.0,33.07,64.7,0.0,0.0,0.0,0.0
40.17,52.08,0.0,0.0,0.0,41.18,42.55,0.0,0.0,0.0,41.41,44.54,0.0,3.0,0.0,45.62,34.66,0.0,6.0,0.0,1.0
30.42,67.75,0.0,9.0,0.0,29.95,68.5,0.0,0.0,0.0,30.41,66.57,0.0,53.0,0.0,32.9,64.3,0.0,0.0,0.0,0.0
63.12,16.37,0.0,19.0,0.0,36.37,51.05,0.0,0.0,0.0,34.02,60.1,0.0,2.0,2342.0,34.22,100.0,0.0,29.0,0.0,1.0
30.59,68.35,0.0,5.0,0.0,30.23,69.33,0.0,0.0,0.0,30.79,66.37,0.0,58.0,0.0,33.15,64.99,0.0,0.0,0.0,0.0
38.99,54.43,0.0,0.0,0.0,40.59,43.97,0.0,0.0,0.0,40.88,46.01,0.0,11.0,0.0,48.05,32.51,0.0,0.0,1969.0,1.0
41.76,47.48,0.0,0.0,0.0,39.81,46.61,0.0,0.0,0.0,45.8,39.57,0.0,15.0,4095.0,41.81,44.53,0.0,10.0,0.0,1.0
30.48,68.34,0.0,9.0,0.0,30.01,69.14,0.0,0.0,0.0,30.63,66.46,0.0,54.0,0.0,33.08,64.88,0.0,0.0,0.0,0.0
47.96,37.22,0.0,0.0,3925.0,40.65,45.51,0.0,0.0,0.0,39.97,50.67,0.0,13.0,0.0,41.01,46.89,0.0,11.0,0.0,1.0
30.48,67.87,0.0,10.0,0.0,29.98,68.58,0.0,0.0,0.0,30.48,66.52,0.0,55.0,0.0,32.91,64.37,0.0,0.0,0.0,0.0
30.46,68.21,0.0,11.0,0.0,30.06,68.83,0.0,0.0,0.0,30.51,66.62,0.0,53.0,0.0,33.14,64.66,0.0,0.0,0.0,0.0
31.23,62.42,0.0,14.0,0.0,38.63,60.96,0.0,199.0,0.0,29.48,68.92,0.0,400.0,0.0,31.63,15.9,0.0,43.0,0.0,1.0
30.5,68.3,0.0,6.0,0.0,30.03,69.1,0.0,0.0,0.0,30.6,66.53,0.0,55.0,0.0,33.09,64.86,0.0,0.0,0.0,0.0
30.44,67.75,0.0,10.0,0.0,29.97,68.52,0.0,0.0,0.0,30.4,66.61,0.0,53.0,0.0,32.94,64.31,0.0,0.0,0.0,0.0
30.44,68.3,0.0,9.0,0.0,30.03,68.94,0.0,0.0,0.0,30.59,66.47,0.0,54.0,0.0,33.09,64.73,0.0,0.0,0.0,0.0
39.04,54.25,0.0,0.0,0.0,40.36,44.68,0.0,0.0,0.0,41.45,44.61,0.0,10.0,0.0,47.35,34.12,0.0,0.0,2029.0,1.0
37.94,60.68,0.0,0.0,0.0,49.64,29.31,0.0,0.0,3925.0,37.55,56.6,0.0,13.0,0.0,40.36,47.8,0.0,10.0,0.0,1.0
35.87,58.57,0.0,12.0,0.0,35.35,52.88,0.0,0.0,0.0,32.58,63.3,0.0,3.0,1202.0,34.22,100.0,0.0,30.0,0.0,1.0
36.43,58.41,0.0,11.0,0.0,49.4,28.68,0.0,22.0,0.0,36.16,55.49,0.0,16.0,3242.0,37.64,50.03,0.0,42.0,0.0,1.0
38.99,54.28,0.0,0.0,0.0,40.49,44.18,0.0,0.0,0.0,41.09,45.15,0.0,10.0,0.0,47.74,33.18,0.0,0.0,1198.0,1.0
39.16,53.79,0.0,0.0,0.0,40.17,44.97,0.0,0.0,0.0,42.38,42.46,0.0,10.0,0.0,46.51,35.74,0.0,0.0,2989.0,1.0
39.01,54.34,0.0,0.0,0.0,40.45,44.37,0.0,0.0,0.0,41.2,44.93,0.0,11.0,0.0,47.62,33.81,0.0,0.0,4013.0,1.0
34.36,56.63,0.0,19.0,0.0,33.61,59.28,0.0,0.0,0.0,34.44,53.91,0.0,1.0,2594.0,54.32,24.67,0.0,33.0,0.0,1.0
47.61,37.84,0.0,0.0,2800.0,40.74,45.18,0.0,0.0,0.0,39.88,51.34,0.0,12.0,0.0,40.94,47.2,0.0,11.0,0.0,1.0
39.37,52.97,0.0,1.0,0.0,39.93,45.47,0.0,0.0,0.0,44.28,38.3,0.0,11.0,0.0,45.17,38.11,0.0,0.0,624.0,1.0
39.22,58.35,0.0,0.0,3971.0,46.97,33.04,0.0,0.0,0.0,38.35,55.71,0.0,11.0,0.0,40.45,48.35,0.0,7.0,0.0,1.0
30.48,68.34,0.0,4.0,0.0,30.01,69.13,0.0,0.0,0.0,30.63,66.47,0.0,58.0,0.0,33.08,64.89,0.0,0.0,0.0,0.0
30.51,68.2,0.0,8.0,0.0,30.07,69.02,0.0,0.0,0.0,30.64,66.38,0.0,54.0,0.0,33.13,64.8,0.0,0.0,0.0,0.0
31.99,60.89,0.0,13.0,0.0,49.54,59.8,0.0,132.0,0.0,30.74,64.09,0.0,33.0,0.0,32.36,16.14,0.0,29.0,0.0,1.0
37.19,62.2,0.0,0.0,1663.0,56.33,22.57,0.0,0.0,3504.0,36.97,58.85,0.0,10.0,0.0,39.94,50.01,0.0,0.0,1726.0,1.0
33.92,65.71,0.0,0.0,4072.0,32.62,64.98,0.0,0.0,4041.0,32.03,67.57,0.0,6.0,4017.0,36.04,56.63,0.0,33.0,4043.0,1.0
38.99,54.58,0.0,0.0,0.0,40.55,44.44,0.0,0.0,0.0,40.95,46.46,0.0,9.0,0.0,47.91,32.33,0.0,0.0,3919.0,1.0
32.93,72.36,0.0,0.0,0.0,32.9,73.74,0.0,0.0,0.0,47.42,34.68,0.0,49.0,0.0,38.23,60.07,0.0,0.0,1148.0,1.0
47.66,37.82,0.0,0.0,3937.0,40.72,45.37,0.0,0.0,0.0,39.9,51.59,0.0,11.0,0.0,40.95,47.55,0.0,14.0,0.0,1.0
39.05,54.27,0.0,0.0,0.0,40.35,44.72,0.0,0.0,0.0,41.5,44.52,0.0,11.0,0.0,47.32,34.16,0.0,0.0,1179.0,1.0
30.3,67.94,0.0,9.0,0.0,29.81,68.39,0.0,0.0,0.0,30.33,66.66,0.0,54.0,0.0,32.81,64.18,0.0,0.0,0.0,0.0
39.08,54.04,0.0,0.0,0.0,40.28,45.01,0.0,0.0,0.0,41.81,43.62,0.0,10.0,0.0,46.99,34.42,0.0,0.0,4040.0,1.0
36.96,47.67,0.0,11.0,0.0,35.13,54.05,0.0,0.0,0.0,58.67,18.46,0.0,5.0,2017.0,34.22,100.0,0.0,23.0,0.0,1.0
32.46,69.95,0.0,0.0,0.0,32.56,69.97,0.0,0.0,0.0,31.08,73.58,0.0,49.0,0.0,33.36,64.65,0.0,0.0,0.0,0.0
30.48,68.05,0.0,9.0,0.0,29.99,68.6,0.0,0.0,0.0,30.49,66.55,0.0,51.0,0.0,32.91,64.4,0.0,0.0,0.0,0.0
40.36,50.32,0.0,0.0,0.0,39.6,46.59,0.0,0.0,0.0,48.94,33.72,0.0,16.0,4095.0,41.9,43.63,0.0,11.0,0.0,1.0
44.11,42.36,0.0,0.0,0.0,40.25,45.33,0.0,0.0,0.0,42.28,46.08,0.0,13.0,1071.0,41.55,44.94,0.0,10.0,0.0,1.0
39.36,53.01,0.0,0.0,0.0,39.94,45.43,0.0,0.0,0.0,44.18,38.54,0.0,11.0,0.0,45.24,38.06,0.0,0.0,4020.0,1.0
30.46,68.21,0.0,9.0,0.0,30.06,68.84,0.0,0.0,0.0,30.52,66.59,0.0,55.0,0.0,33.17,64.68,0.0,0.0,0.0,0.0
41.92,53.13,0.0,0.0,3956.0,45.19,35.87,0.0,0.0,0.0,38.71,54.66,0.0,13.0,0.0,40.46,48.5,0.0,7.0,0.0,1.0
39.15,54.11,0.0,0.0,0.0,40.19,45.04,0.0,0.0,0.0,42.24,43.11,0.0,12.0,0.0,46.63,35.52,0.0,0.0,754.0,1.0
54.4,22.14,0.0,3.0,0.0,36.31,51.69,0.0,0.0,0.0,40.52,49.22,0.0,2.0,2799.0,34.22,100.0,0.0,25.0,0.0,1.0
30.37,67.84,0.0,9.0,0.0,29.89,68.47,0.0,0.0,0.0,30.4,66.57,0.0,55.0,0.0,32.88,64.28,0.0,0.0,0.0,0.0
47.15,38.68,0.0,0.0,2504.0,41.02,44.47,0.0,0.0,0.0,39.73,51.32,0.0,15.0,0.0,40.82,47.29,0.0,16.0,0.0,1.0
38.99,54.59,0.0,0.0,0.0,40.61,44.05,0.0,0.0,0.0,40.87,46.21,0.0,10.0,0.0,48.09,32.42,0.0,0.0,3968.0,1.0
30.48,68.1,0.0,9.0,0.0,30.0,68.64,0.0,0.0,0.0,30.54,66.51,0.0,55.0,0.0,32.96,64.44,0.0,0.0,0.0,0.0
28.99,71.7,0.0,0.0,0.0,29.28,68.45,0.0,0.0,0.0,29.89,68.23,0.0,57.0,0.0,32.37,63.79,0.0,0.0,0.0,0.0
40.33,50.31,0.0,0.0,0.0,39.6,46.75,0.0,0.0,0.0,49.0,33.66,0.0,15.0,4095.0,41.9,43.55,0.0,9.0,0.0,1.0
30.47,67.85,0.0,9.0,0.0,29.97,68.58,0.0,0.0,0.0,30.48,66.49,0.0,55.0,0.0,32.89,64.37,0.0,0.0,0.0,0.0
40.15,52.1,0.0,0.0,2084.0,41.16,42.58,0.0,0.0,0.0,41.42,44.67,0.0,4.0,0.0,45.66,34.64,0.0,7.0,0.0,1.0
30.46,68.24,0.0,9.0,0.0,30.06,68.82,0.0,0.0,0.0,30.51,66.63,0.0,57.0,0.0,33.14,64.65,0.0,0.0,0.0,0.0
35.63,61.43,0.0,5.0,0.0,42.56,42.65,0.0,0.0,1087.0,34.83,61.01,0.0,16.0,3488.0,37.5,52.47,0.0,30.0,275.0,1.0
32.31,70.13,0.0,0.0,0.0,32.5,70.79,0.0,0.0,0.0,31.58,71.91,0.0,50.0,0.0,34.12,62.27,0.0,0.0,0.0,0.0
30.46,68.24,0.0,5.0,0.0,30.06,68.82,0.0,0.0,0.0,30.51,66.61,0.0,57.0,0.0,33.13,64.64,0.0,0.0,0.0,0.0
30.45,68.3,0.0,7.0,0.0,30.02,68.92,0.0,0.0,0.0,30.59,66.46,0.0,55.0,0.0,33.08,64.75,0.0,0.0,0.0,0.0
30.52,68.34,0.0,6.0,0.0,30.11,69.26,0.0,0.0,0.0,30.7,66.44,0.0,58.0,0.0,33.12,64.95,0.0,0.0,0.0,0.0
33.09,58.84,0.0,17.0,0.0,68.31,54.69,0.0,18.0,0.0,32.01,60.58,0.0,33.0,0.0,33.13,16.58,0.0,44.0,0.0,1.0
30.42,67.74,0.0,7.0,0.0,29.95,68.52,0.0,0.0,0.0,30.41,66.56,0.0,55.0,0.0,32.9,64.3,0.0,0.0,0.0,0.0
39.58,58.01,0.0,0.0,4009.0,46.72,33.44,0.0,0.0,0.0,38.42,55.7,0.0,15.0,0.0,40.45,48.3,0.0,10.0,0.0,1.0
30.76,68.18,0.0,3.0,0.0,30.51,69.53,0.0,0.0,0.0,31.14,65.63,0.0,58.0,0.0,33.24,65.03,0.0,0.0,0.0,0.0
34.56,56.95,0.0,16.0,0.0,33.69,59.21,0.0,0.0,0.0,34.44,55.27,0.0,15.0,0.0,70.6,12.04,0.0,18.0,281.0,1.0
32.51,73.28,0.0,0.0,0.0,32.7,73.38,0.0,0.0,0.0,53.3,30.31,0.0,48.0,0.0,33.69,68.3,0.0,0.0,0.0,1.0
30.52,68.37,0.0,5.0,0.0,30.11,69.26,0.0,0.0,0.0,30.7,66.43,0.0,55.0,0.0,33.12,64.95,0.0,0.0,0.0,0.0
32.67,72.9,0.0,0.0,0.0,32.79,73.26,0.0,0.0,0.0,51.12,31.21,0.0,38.0,241.0,34.19,66.91,0.0,0.0,0.0,1.0
39.38,52.94,0.0,0.0,0.0,39.92,45.46,0.0,0.0,0.0,44.3,38.28,0.0,16.0,0.0,45.15,38.16,0.0,0.0,2594.0,1.0
33.61,56.34,0.0,16.0,0.0,57.7,50.35,0.0,0.0,0.0,33.21,56.06,0.0,33.0,0.0,33.85,17.21,0.0,34.0,0.0,1.0
30.25,68.04,0.0,11.0,0.0,29.78,68.34,0.0,0.0,0.0,30.26,66.83,0.0,53.0,0.0,32.77,64.08,0.0,0.0,0.0,0.0
32.0,60.85,0.0,15.0,0.0,49.72,59.76,0.0,172.0,0.0,30.77,63.97,0.0,30.0,0.0,32.37,16.15,0.0,22.0,0.0,1.0
40.21,51.98,0.0,0.0,324.0,41.22,42.77,0.0,0.0,0.0,41.41,44.56,0.0,3.0,0.0,45.53,34.64,0.0,6.0,0.0,1.0
32.39,70.11,0.0,0.0,0.0,32.52,70.54,0.0,0.0,0.0,31.28,73.0,0.0,48.0,0.0,33.71,63.71,0.0,0.0,0.0,0.0
40.72,49.34,0.0,0.0,0.0,41.63,41.19,0.0,0.0,0.0,41.31,44.49,0.0,6.0,0.0,43.96,36.77,0.0,6.0,0.0,1.0
36.86,59.35,0.0,0.0,0.0,40.75,53.48,0.0,0.0,0.0,33.89,65.24,0.0,48.0,0.0,38.49,48.81,0.0,0.0,0.0,1.0
30.34,67.91,0.0,6.0,0.0,29.87,68.45,0.0,0.0,0.0,30.37,66.6,0.0,56.0,0.0,32.84,64.24,0.0,0.0,0.0,0.0
30.46,68.22,0.0,8.0,0.0,30.06,68.86,0.0,0.0,0.0,30.55,66.49,0.0,55.0,0.0,33.16,64.68,0.0,0.0,0.0,0.0
46.84,39.71,0.0,0.0,3689.0,41.28,44.22,0.0,0.0,0.0,39.65,51.67,0.0,16.0,0.0,40.77,47.68,0.0,16.0,0.0,1.0
39.09,54.09,0.0,0.0,0.0,40.27,45.17,0.0,0.0,0.0,41.85,43.34,0.0,10.0,0.0,46.95,34.65,0.0,0.0,1332.0,1.0
38.02,60.3,0.0,0.0,0.0,49.02,30.46,0.0,0.0,3135.0,37.66,56.96,0.0,13.0,0.0,40.44,48.31,0.0,13.0,0.0,1.0
30.5,68.25,0.0,5.0,0.0,30.07,69.07,0.0,0.0,0.0,30.62,66.43,0.0,57.0,0.0,33.11,64.83,0.0,0.0,0.0,0.0
34.28,69.41,0.0,0.0,0.0,33.36,71.81,0.0,0.0,0.0,35.46,59.53,0.0,53.0,0.0,50.8,28.79,0.0,0.0,0.0,1.0
48.74,35.38,0.0,1.0,86.0,35.57,52.62,0.0,0.0,0.0,33.01,62.1,0.0,3.0,1071.0,34.22,100.0,0.0,33.0,0.0,1.0
30.46,68.26,0.0,7.0,0.0,30.04,68.97,0.0,0.0,0.0,30.61,66.4,0.0,54.0,0.0,33.06,64.77,0.0,0.0,0.0,0.0
30.48,68.11,0.0,10.0,0.0,29.99,68.62,0.0,0.0,0.0,30.52,66.53,0.0,55.0,0.0,32.91,64.41,0.0,0.0,0.0,0.0
30.7,68.21,0.0,3.0,0.0,30.38,69.46,0.0,0.0,0.0,31.0,65.88,0.0,54.0,0.0,33.21,65.02,0.0,0.0,0.0,0.0
40.61,49.77,0.0,0.0,0.0,41.54,41.5,0.0,0.0,0.0,41.31,44.41,0.0,4.0,0.0,44.24,36.53,0.0,11.0,0.0,1.0
38.99,54.58,0.0,0.0,0.0,40.54,44.29,0.0,0.0,0.0,40.96,46.04,0.0,12.0,0.0,47.9,32.67,0.0,0.0,1332.0,1.0
31.25,62.41,0.0,16.0,0.0,38.82,60.95,0.0,199.0,0.0,29.47,68.78,0.0,304.0,0.0,31.64,15.9,0.0,16.0,0.0,1.0
52.35,23.85,0.0,7.0,0.0,36.24,51.65,0.0,0.0,0.0,42.98,44.16,0.0,1.0,2889.0,34.22,100.0,0.0,25.0,0.0,1.0
33.57,56.62,0.0,17.0,0.0,58.82,51.36,0.0,0.0,0.0,33.02,56.69,0.0,32.0,0.0,33.73,17.05,0.0,34.0,0.0,1.0
30.48,67.95,0.0,9.0,0.0,29.98,68.6,0.0,0.0,0.0,30.48,66.53,0.0,50.0,0.0,32.94,64.38,0.0,0.0,0.0,0.0
32.41,70.09,0.0,0.0,0.0,32.52,70.46,0.0,0.0,0.0,31.24,73.12,0.0,49.0,0.0,33.65,63.93,0.0,0.0,0.0,0.0
41.72,47.51,0.0,0.0,0.0,39.8,46.65,0.0,0.0,0.0,45.9,39.47,0.0,14.0,2605.0,41.82,44.51,0.0,13.0,0.0,1.0
40.62,49.74,0.0,0.0,0.0,41.54,41.5,0.0,0.0,0.0,41.31,44.41,0.0,5.0,0.0,44.23,36.53,0.0,11.0,0.0,1.0
34.2,56.66,0.0,16.0,0.0,33.48,59.61,0.0,0.0,0.0,34.51,53.42,0.0,0.0,2730.0,48.22,33.29,0.0,38.0,0.0,1.0
30.34,67.91,0.0,10.0,0.0,29.87,68.46,0.0,0.0,0.0,30.37,66.59,0.0,55.0,0.0,32.84,64.23,0.0,0.0,0.0,0.0
45.45,40.14,0.0,0.0,0.0,40.4,45.17,0.0,0.0,0.0,41.53,47.95,0.0,10.0,1243.0,41.39,45.74,0.0,12.0,0.0,1.0
44.17,42.25,0.0,0.0,0.0,40.26,45.33,0.0,0.0,0.0,42.24,46.12,0.0,13.0,942.0,41.55,45.0,0.0,1.0,0.0,1.0
30.71,68.21,0.0,5.0,0.0,30.39,69.46,0.0,0.0,0.0,31.02,65.85,0.0,55.0,0.0,33.22,65.01,0.0,0.0,0.0,0.0
34.6,57.11,0.0,20.0,0.0,38.45,50.18,0.0,0.0,0.0,34.44,55.88,0.0,10.0,0.0,70.12,12.6,0.0,25.0,0.0,1.0
30.28,67.97,0.0,11.0,0.0,29.79,68.38,0.0,0.0,0.0,30.32,66.67,0.0,58.0,0.0,32.77,64.16,0.0,0.0,0.0,0.0
39.26,53.38,0.0,0.0,0.0,40.05,45.29,0.0,0.0,0.0,43.23,40.59,0.0,10.0,0.0,45.88,37.17,0.0,0.0,2036.0,1.0
30.44,68.27,0.0,0.0,0.0,30.02,68.88,0.0,0.0,0.0,30.57,66.48,0.0,57.0,0.0,33.09,64.71,0.0,0.0,0.0,0.0
39.01,54.36,0.0,0.0,0.0,40.45,44.41,0.0,0.0,0.0,41.2,44.95,0.0,10.0,0.0,47.61,33.87,0.0,0.0,3999.0,1.0
34.86,56.87,0.0,18.0,0.0,50.12,30.1,0.0,0.0,0.0,34.67,55.46,0.0,19.0,0.0,58.53,13.59,0.0,18.0,0.0,1.0
30.3,67.95,0.0,6.0,0.0,29.81,68.39,0.0,0.0,0.0,30.33,66.66,0.0,54.0,0.0,32.81,64.18,0.0,0.0,0.0,0.0
30.46,68.27,0.0,6.0,0.0,30.04,68.97,0.0,0.0,0.0,30.61,66.41,0.0,58.0,0.0,33.06,64.76,0.0,0.0,0.0,0.0
40.64,56.37,0.0,0.0,2121.0,33.48,71.36,0.0,0.0,0.0,34.89,61.1,0.0,51.0,0.0,45.52,34.95,0.0,0.0,0.0,1.0
30.48,68.34,0.0,7.0,0.0,30.02,69.16,0.0,0.0,0.0,30.63,66.45,0.0,55.0,0.0,33.09,64.89,0.0,0.0,0.0,0.0
42.15,37.16,0.0,16.0,0.0,35.79,53.26,0.0,0.0,0.0,55.18,24.02,0.0,4.0,1705.0,34.22,100.0,0.0,23.0,0.0,1.0
40.72,49.33,0.0,0.0,0.0,41.63,41.16,0.0,0.0,0.0,41.31,44.4,0.0,10.0,0.0,43.95,36.77,0.0,11.0,0.0,1.0
53.2,23.14,0.0,17.0,0.0,36.28,51.7,0.0,0.0,0.0,41.93,46.26,0.0,2.0,2915.0,34.22,100.0,0.0,23.0,0.0,1.0
43.06,49.24,0.0,0.0,1073.0,33.51,70.9,0.0,0.0,0.0,34.58,62.37,0.0,51.0,0.0,43.21,38.81,0.0,0.0,0.0,1.0
33.61,56.34,0.0,13.0,0.0,57.68,50.34,0.0,0.0,0.0,33.21,56.07,0.0,35.0,0.0,33.86,17.22,0.0,33.0,0.0,1.0
30.47,68.15,0.0,7.0,0.0,29.97,68.66,0.0,0.0,0.0,30.53,66.59,0.0,54.0,0.0,32.96,64.46,0.0,0.0,0.0,0.0
42.29,48.82,0.0,0.0,0.0,33.57,71.01,0.0,0.0,0.0,34.4,62.94,0.0,49.0,0.0,41.78,41.65,0.0,0.0,0.0,1.0
32.22,70.07,0.0,0.0,0.0,32.46,70.98,0.0,0.0,0.0,31.82,71.01,0.0,49.0,0.0,34.4,61.13,0.0,0.0,0.0,0.0
36.85,62.61,0.0,0.0,0.0,56.31,19.43,0.0,0.0,4026.0,36.62,59.27,0.0,16.0,0.0,39.67,50.22,0.0,8.0,0.0,1.0
30.31,67.95,0.0,8.0,0.0,29.84,68.4,0.0,0.0,0.0,30.35,66.66,0.0,54.0,0.0,32.81,64.17,0.0,0.0,0.0,0.0
40.32,50.38,0.0,0.0,0.0,39.6,46.76,0.0,0.0,0.0,49.04,33.6,0.0,14.0,4095.0,41.9,43.54,0.0,11.0,0.0,1.0
40.11,50.97,0.0,0.0,0.0,39.59,46.53,0.0,0.0,0.0,49.46,32.63,0.0,13.0,1818.0,41.94,43.57,0.0,11.0,0.0,1.0
33.57,56.6,0.0,14.0,0.0,58.79,51.35,0.0,0.0,0.0,33.02,56.67,0.0,32.0,0.0,33.74,17.05,0.0,32.0,0.0,1.0
29.0,71.67,0.0,0.0,0.0,29.31,68.47,0.0,0.0,0.0,29.94,68.09,0.0,57.0,0.0,32.42,63.78,0.0,0.0,0.0,0.0
36.0,61.33,0.0,0.0,0.0,44.43,45.17,0.0,0.0,0.0,33.74,65.5,0.0,47.0,0.0,37.83,50.47,0.0,0.0,0.0,1.0
30.71,68.21,0.0,6.0,0.0,30.39,69.44,0.0,0.0,0.0,31.02,65.86,0.0,55.0,0.0,33.22,65.01,0.0,0.0,0.0,0.0
33.45,70.57,0.0,0.0,0.0,33.06,72.39,0.0,0.0,0.0,37.06,54.68,0.0,58.0,0.0,53.54,27.38,0.0,0.0,0.0,1.0
37.82,57.07,0.0,0.0,0.0,39.78,56.22,0.0,0.0,0.0,34.03,64.86,0.0,48.0,0.0,39.19,47.07,0.0,0.0,0.0,1.0
33.76,65.85,0.0,0.0,4019.0,32.44,64.85,0.0,0.0,3352.0,31.93,67.71,0.0,6.0,4047.0,35.93,56.72,0.0,34.0,4057.0,1.0
28.92,71.82,0.0,0.0,0.0,29.14,68.44,0.0,0.0,0.0,29.65,68.96,0.0,58.0,0.0,32.04,63.76,0.0,0.0,0.0,0.0
30.49,68.35,0.0,3.0,0.0,30.03,69.17,0.0,0.0,0.0,30.65,66.46,0.0,58.0,0.0,33.1,64.89,0.0,0.0,0.0,0.0
34.54,56.92,0.0,10.0,0.0,33.7,59.53,0.0,0.0,0.0,34.46,55.16,0.0,16.0,0.0,67.92,13.64,0.0,32.0,273.0,1.0
45.62,39.94,0.0,0.0,0.0,40.41,45.15,0.0,0.0,0.0,41.44,48.23,0.0,11.0,1760.0,41.37,45.85,0.0,11.0,0.0,1.0
30.25,68.05,0.0,11.0,0.0,29.78,68.36,0.0,0.0,0.0,30.28,66.78,0.0,54.0,0.0,32.76,64.1,0.0,0.0,0.0,0.0
36.4,58.62,0.0,6.0,0.0,49.45,28.88,0.0,16.0,553.0,36.13,55.68,0.0,18.0,3109.0,37.6,50.19,0.0,38.0,0.0,1.0
32.41,70.1,0.0,0.0,0.0,32.52,70.42,0.0,0.0,0.0,31.24,73.13,0.0,48.0,0.0,33.64,63.93,0.0,0.0,0.0,0.0
30.34,67.9,0.0,10.0,0.0,29.87,68.45,0.0,0.0,0.0,30.37,66.57,0.0,53.0,0.0,32.84,64.25,0.0,0.0,0.0,0.0
33.33,71.12,0.0,0.0,0.0,33.06,73.22,0.0,0.0,0.0,40.29,46.8,0.0,48.0,0.0,48.54,36.65,0.0,0.0,0.0,1.0
39.86,51.59,0.0,0.0,0.0,39.6,46.31,0.0,0.0,0.0,49.56,31.94,0.0,14.0,0.0,42.15,43.0,0.0,0.0,1999.0,1.0
37.51,57.82,0.0,0.0,0.0,40.79,53.54,0.0,0.0,0.0,33.99,64.9,0.0,48.0,0.0,38.98,47.65,0.0,0.0,0.0,1.0
30.49,68.36,0.0,0.0,0.0,30.03,69.17,0.0,0.0,0.0,30.65,66.47,0.0,43.0,0.0,33.1,64.92,0.0,0.0,0.0,0.0
30.61,68.32,0.0,8.0,0.0,30.26,69.35,0.0,0.0,0.0,30.82,66.3,0.0,54.0,0.0,33.18,64.98,0.0,0.0,0.0,0.0
34.37,56.64,0.0,18.0,0.0,33.62,59.29,0.0,0.0,0.0,34.44,54.03,0.0,3.0,2671.0,54.75,24.16,0.0,43.0,0.0,1.0
30.5,68.13,0.0,8.0,0.0,29.98,68.75,0.0,0.0,0.0,30.53,66.64,0.0,55.0,0.0,32.98,64.56,0.0,0.0,0.0,0.0
46.54,41.25,0.0,0.0,4002.0,41.59,43.4,0.0,0.0,0.0,39.55,52.03,0.0,37.0,0.0,40.71,48.39,0.0,17.0,0.0,1.0
32.58,59.62,0.0,15.0,0.0,72.94,54.14,0.0,112.0,0.0,31.41,62.34,0.0,30.0,0.0,32.91,16.46,0.0,35.0,0.0,1.0
36.53,60.1,0.0,0.0,0.0,40.68,52.6,0.0,0.0,0.0,33.84,65.32,0.0,48.0,0.0,38.25,49.44,0.0,0.0,0.0,1.0
42.74,39.78,0.0,14.0,0.0,35.65,52.73,0.0,0.0,0.0,33.25,62.03,0.0,0.0,2457.0,34.22,100.0,0.0,27.0,0.0,1.0
46.61,40.99,0.0,0.0,3944.0,41.53,43.72,0.0,0.0,0.0,39.57,51.9,0.0,25.0,0.0,40.72,48.33,0.0,16.0,0.0,1.0
46.85,39.74,0.0,0.0,2272.0,41.27,44.21,0.0,0.0,0.0,39.65,51.67,0.0,17.0,0.0,40.77,47.62,0.0,14.0,0.0,1.0
30.47,67.78,0.0,10.0,0.0,29.97,68.54,0.0,0.0,0.0,30.47,66.47,0.0,54.0,0.0,32.94,64.33,0.0,0.0,0.0,0.0
39.69,53.32,0.0,0.0,1249.0,40.87,43.74,0.0,0.0,213.0,41.36,45.53,0.0,3.0,0.0,46.72,32.94,0.0,9.0,0.0,1.0
30.46,68.22,0.0,6.0,0.0,30.06,68.84,0.0,0.0,0.0,30.51,66.63,0.0,54.0,0.0,33.15,64.66,0.0,0.0,0.0,0.0
30.48,68.13,0.0,8.0,0.0,29.98,68.66,0.0,0.0,0.0,30.53,66.59,0.0,52.0,0.0,32.97,64.46,0.0,0.0,0.0,0.0
