DATE and Time, 		T1, 	H1, S1,  G1, 	F1, L1, 	T2, H2,  S2,  G2,  F2,  L2,   T3,   H3,   S3,   G3,  F3,  L3,   T4,   H4,   S4,  G4,  F4,  L4, CLASS_LABEL
2023-09-22 07:19:31,30.07,70.95,0.00,0.00,0.00,20.83,29.50,69.80,0.00,0.00,0.00,20.83,30.03,69.82,0.00,52.00,0.00,14.17,32.33,65.03,0.00,0.00,0.00,23.33,0
2023-09-22 07:19:36,30.07,70.94,0.00,0.00,0.00,20.00,29.50,69.82,0.00,0.00,0.00,20.83,30.03,69.86,0.00,51.00,0.00,14.17,32.33,65.03,0.00,0.00,0.00,23.33,0
2023-09-22 07:19:42,30.07,70.94,0.00,0.00,0.00,20.83,29.50,69.80,0.00,0.00,0.00,20.83,30.03,69.86,0.00,54.00,0.00,14.17,32.33,65.03,0.00,0.00,0.00,23.33,0
2023-09-22 07:19:47,30.06,70.94,0.00,0.00,0.00,20.83,29.50,69.82,0.00,0.00,0.00,20.83,30.03,69.86,0.00,53.00,0.00,14.17,32.33,65.03,0.00,0.00,0.00,23.33,0
2023-09-22 07:19:52,30.06,70.92,0.00,0.00,0.00,20.83,29.50,69.82,0.00,0.00,0.00,20.83,30.03,69.87,0.00,53.00,0.00,14.17,32.33,65.04,0.00,0.00,0.00,23.33,0
2023-09-22 07:19:58,30.06,70.92,0.00,0.00,0.00,20.00,29.50,69.82,0.00,0.00,0.00,20.83,30.04,69.87,0.00,51.00,0.00,14.17,32.33,65.03,0.00,0.00,0.00,23.33,0
2023-09-22 07:20:03,30.06,70.94,0.00,0.00,0.00,20.83,29.50,69.81,0.00,0.00,0.00,20.83,30.04,69.85,0.00,51.00,0.00,14.17,32.33,65.03,0.00,0.00,0.00,23.33,0
2023-09-22 07:20:10,30.06,70.94,0.00,0.00,0.00,20.83,29.50,69.81,0.00,0.00,0.00,20.83,30.04,69.82,0.00,51.00,0.00,14.17,32.33,65.03,0.00,0.00,0.00,23.33,0
2023-09-22 07:26:18,30.17,71.30,0.00,0.00,0.00,20.83,29.42,69.86,0.00,0.00,0.00,22.50,29.98,69.70,0.00,51.00,0.00,15.00,32.06,65.02,0.00,0.00,0.00,24.17,0
2023-09-22 07:26:23,30.17,71.31,0.00,0.00,0.00,20.83,29.41,69.87,0.00,0.00,0.00,21.67,29.98,69.71,0.00,54.00,0.00,14.17,32.06,65.04,0.00,0.00,0.00,23.33,0
2023-09-22 07:26:28,30.17,71.29,0.00,0.00,0.00,20.83,29.41,69.86,0.00,0.00,0.00,20.83,29.98,69.73,0.00,54.00,0.00,14.17,32.06,65.04,0.00,0.00,0.00,23.33,0
2023-09-22 07:26:33,30.17,71.29,0.00,0.00,0.00,20.83,29.41,69.87,0.00,0.00,0.00,22.50,29.98,69.74,0.00,53.00,0.00,15.00,32.06,65.04,0.00,0.00,0.00,23.33,0
2023-09-22 07:27:16,30.19,71.09,0.00,0.00,0.00,20.83,29.39,69.86,0.00,0.00,0.00,22.50,30.14,69.38,0.00,54.00,0.00,15.00,32.08,65.02,0.00,0.00,0.00,23.33,0
2023-09-22 07:27:21,30.19,71.08,0.00,0.00,0.00,20.83,29.39,69.86,0.00,0.00,0.00,21.67,30.15,69.34,0.00,54.00,0.00,14.17,32.08,65.03,0.00,0.00,0.00,23.33,0
2023-09-22 07:27:26,30.19,71.07,0.00,0.00,0.00,20.83,29.39,69.86,0.00,0.00,0.00,21.67,30.16,69.31,0.00,52.00,0.00,14.17,32.08,65.03,0.00,0.00,0.00,23.33,0
2023-09-22 07:27:31,30.19,71.07,0.00,0.00,0.00,20.83,29.39,69.86,0.00,0.00,0.00,21.67,30.16,69.27,0.00,53.00,0.00,14.17,32.08,65.03,0.00,0.00,0.00,23.33,0
2023-09-22 07:27:36,30.19,71.06,0.00,0.00,0.00,20.83,29.39,69.85,0.00,0.00,0.00,21.67,30.17,69.26,0.00,48.00,0.00,14.17,32.08,65.04,0.00,0.00,0.00,24.17,0
2023-09-22 07:27:41,30.19,71.06,0.00,0.00,0.00,20.83,29.39,69.85,0.00,0.00,0.00,21.67,30.16,69.24,0.00,57.00,0.00,14.17,32.08,65.04,0.00,0.00,0.00,24.17,0
2023-09-22 07:27:46,30.19,71.03,0.00,0.00,0.00,20.83,29.39,69.86,0.00,0.00,0.00,21.67,30.16,69.25,0.00,53.00,0.00,14.17,32.08,65.03,0.00,0.00,0.00,24.17,0
2023-09-22 07:27:51,30.19,71.04,0.00,0.00,0.00,20.83,29.39,69.85,0.00,0.00,0.00,21.67,30.15,69.24,0.00,54.00,0.00,14.17,32.08,65.02,0.00,0.00,0.00,24.17,0
2023-09-22 07:27:56,30.19,71.03,0.00,0.00,0.00,20.83,29.39,69.85,0.00,0.00,0.00,21.67,30.15,69.28,0.00,48.00,0.00,14.17,32.08,65.03,0.00,0.00,0.00,24.17,0
2023-09-22 07:28:01,30.19,71.02,0.00,0.00,0.00,20.83,29.39,69.85,0.00,0.00,0.00,21.67,30.15,69.28,0.00,53.00,0.00,15.00,32.08,65.03,0.00,0.00,0.00,24.17,0
2023-09-22 07:28:06,30.19,71.02,0.00,0.00,0.00,20.83,29.39,69.85,0.00,0.00,0.00,21.67,30.14,69.28,0.00,55.00,0.00,14.17,32.08,65.03,0.00,0.00,0.00,24.17,0
2023-09-22 07:28:12,30.19,70.99,0.00,0.00,0.00,20.83,29.39,69.86,0.00,0.00,0.00,21.67,30.14,69.29,0.00,55.00,0.00,14.17,32.08,65.02,0.00,0.00,0.00,24.17,0
2023-09-22 07:28:17,30.19,70.99,0.00,0.00,0.00,20.83,29.39,69.86,0.00,0.00,0.00,21.67,30.14,69.30,0.00,54.00,0.00,14.17,32.08,65.04,0.00,0.00,0.00,24.17,0
2023-09-22 07:28:22,30.19,70.98,0.00,0.00,0.00,20.83,29.39,69.83,0.00,0.00,0.00,21.67,30.14,69.30,0.00,53.00,0.00,14.17,32.08,65.02,0.00,0.00,0.00,23.33,0
2023-09-22 07:28:27,30.19,70.98,0.00,0.00,0.00,20.83,29.39,69.87,0.00,0.00,0.00,21.67,30.13,69.31,0.00,55.00,0.00,15.00,32.08,65.04,0.00,0.00,0.00,23.33,0
2023-09-22 07:28:32,30.19,70.97,0.00,0.00,0.00,20.83,29.39,69.86,0.00,0.00,0.00,22.50,30.13,69.31,0.00,52.00,0.00,15.00,32.08,65.03,0.00,0.00,0.00,24.17,0
2023-09-22 07:28:37,30.19,70.97,0.00,0.00,0.00,20.83,29.39,69.87,0.00,0.00,0.00,22.50,30.13,69.30,0.00,54.00,0.00,15.00,32.08,65.03,0.00,0.00,0.00,24.17,0
2023-09-22 07:28:42,30.19,70.97,0.00,0.00,0.00,22.50,29.38,69.85,0.00,0.00,0.00,21.67,30.13,69.30,0.00,55.00,0.00,14.17,32.08,65.04,0.00,0.00,0.00,23.33,0
2023-09-22 07:28:47,30.20,70.97,0.00,0.00,0.00,21.67,29.38,69.85,0.00,0.00,0.00,21.67,30.13,69.32,0.00,55.00,0.00,15.00,32.08,65.03,0.00,0.00,0.00,23.33,0
2023-09-22 07:28:52,30.20,70.97,0.00,0.00,0.00,21.67,29.38,69.85,0.00,0.00,0.00,21.67,30.12,69.32,0.00,55.00,0.00,14.17,32.08,65.02,0.00,0.00,0.00,23.33,0
2023-09-22 07:28:57,30.20,70.96,0.00,0.00,0.00,21.67,29.38,69.85,0.00,0.00,0.00,21.67,30.12,69.33,0.00,54.00,0.00,15.00,32.08,65.03,0.00,0.00,0.00,24.17,0
2023-09-22 07:29:02,30.20,70.95,0.00,0.00,0.00,20.83,29.38,69.85,0.00,0.00,0.00,21.67,30.11,69.33,0.00,53.00,0.00,14.17,32.07,65.02,0.00,0.00,0.00,23.33,0
2023-09-22 07:29:07,30.20,70.92,0.00,0.00,0.00,20.83,29.37,69.85,0.00,0.00,0.00,21.67,30.10,69.36,0.00,59.00,0.00,14.17,32.07,65.04,0.00,0.00,0.00,23.33,0
2023-09-22 07:29:12,30.20,70.92,0.00,0.00,0.00,20.83,29.37,69.86,0.00,0.00,0.00,21.67,30.09,69.38,0.00,54.00,0.00,14.17,32.07,65.04,0.00,0.00,0.00,23.33,0
2023-09-22 07:29:20,30.20,70.78,0.00,0.00,0.00,19.17,29.38,69.87,0.00,0.00,0.00,22.50,30.07,69.52,0.00,58.00,0.00,14.17,32.15,65.02,0.00,0.00,0.00,23.33,0
2023-09-22 07:29:25,30.20,70.78,0.00,0.00,0.00,19.17,29.38,69.86,0.00,0.00,0.00,21.67,30.07,69.50,0.00,55.00,0.00,14.17,32.15,65.02,0.00,0.00,0.00,23.33,0
2023-09-22 07:29:30,30.20,70.78,0.00,0.00,0.00,19.17,29.38,69.85,0.00,0.00,0.00,21.67,30.08,69.51,0.00,54.00,0.00,14.17,32.15,65.02,0.00,0.00,0.00,23.33,0
2023-09-22 07:29:35,30.20,70.78,0.00,0.00,0.00,19.17,29.38,69.87,0.00,0.00,0.00,22.50,30.08,69.48,0.00,55.00,0.00,14.17,32.16,65.02,0.00,0.00,0.00,23.33,0
2023-09-22 07:29:40,30.20,70.77,0.00,0.00,0.00,18.33,29.38,69.86,0.00,0.00,0.00,21.67,30.08,69.47,0.00,57.00,0.00,14.17,32.16,65.02,0.00,0.00,0.00,24.17,0
2023-09-22 07:29:45,30.20,70.75,0.00,0.00,0.00,19.17,29.38,69.86,0.00,0.00,0.00,22.50,30.09,69.48,0.00,55.00,0.00,14.17,32.17,65.03,0.00,0.00,0.00,24.17,0
2023-09-22 07:29:50,30.20,70.74,0.00,0.00,0.00,18.33,29.38,69.85,0.00,0.00,0.00,20.83,30.08,69.45,0.00,58.00,0.00,13.33,32.17,65.03,0.00,0.00,0.00,22.50,0
2023-09-22 07:29:55,30.20,70.74,0.00,0.00,0.00,18.33,29.38,69.87,0.00,0.00,0.00,22.50,30.08,69.46,0.00,55.00,0.00,20.83,32.17,65.03,0.00,0.00,0.00,23.33,0
2023-09-22 07:30:00,30.20,70.73,0.00,0.00,0.00,19.17,29.38,69.85,0.00,0.00,0.00,21.67,30.08,69.46,0.00,55.00,0.00,42.50,32.17,65.01,0.00,0.00,0.00,23.33,0
2023-09-22 07:30:05,30.20,70.72,0.00,0.00,0.00,19.17,29.38,69.86,0.00,0.00,0.00,20.83,30.07,69.49,0.00,59.00,0.00,33.33,32.18,65.02,0.00,0.00,0.00,23.33,0
2023-09-22 07:30:10,30.20,70.71,0.00,0.00,0.00,19.17,29.38,69.87,0.00,0.00,0.00,21.67,30.06,69.51,0.00,64.00,0.00,23.33,32.18,65.04,0.00,0.00,0.00,23.33,0
2023-09-22 07:30:15,30.20,70.71,0.00,0.00,0.00,19.17,29.38,69.87,0.00,0.00,0.00,21.67,30.03,69.59,0.00,61.00,0.00,22.50,32.18,65.03,0.00,0.00,0.00,22.50,0
2023-09-22 07:30:20,30.20,70.72,0.00,0.00,0.00,19.17,29.37,69.86,0.00,0.00,0.00,21.67,30.01,69.80,0.00,61.00,0.00,22.50,32.19,65.04,0.00,0.00,0.00,22.50,0
2023-09-22 07:30:25,30.20,70.72,0.00,0.00,0.00,19.17,29.37,69.85,0.00,0.00,0.00,21.67,29.99,69.97,0.00,61.00,0.00,22.50,32.19,65.02,0.00,0.00,0.00,22.50,0
2023-09-22 07:30:30,30.20,70.68,0.00,0.00,0.00,19.17,29.37,69.87,0.00,0.00,0.00,21.67,29.97,70.29,0.00,59.00,0.00,22.50,32.19,65.02,0.00,0.00,0.00,22.50,0
2023-09-22 07:30:35,30.20,70.68,0.00,0.00,0.00,19.17,29.37,69.86,0.00,0.00,0.00,21.67,29.96,70.55,0.00,64.00,0.00,23.33,32.19,65.02,0.00,0.00,0.00,23.33,0
2023-09-22 07:30:40,30.20,70.68,0.00,0.00,0.00,19.17,29.37,69.85,0.00,0.00,0.00,21.67,29.95,70.67,0.00,64.00,0.00,20.83,32.19,65.03,0.00,0.00,0.00,23.33,0
2023-09-22 07:30:45,30.20,70.68,0.00,0.00,0.00,19.17,29.37,69.86,0.00,0.00,0.00,22.50,29.94,70.79,0.00,63.00,0.00,25.00,32.19,65.03,0.00,0.00,0.00,23.33,0
2023-09-22 07:30:50,30.19,70.66,0.00,0.00,0.00,19.17,29.37,69.86,0.00,0.00,0.00,21.67,29.93,71.13,0.00,64.00,0.00,22.50,32.19,65.03,0.00,0.00,0.00,23.33,0
2023-09-22 07:30:55,30.19,70.66,0.00,0.00,0.00,19.17,29.37,69.86,0.00,0.00,0.00,22.50,29.93,71.28,0.00,66.00,0.00,22.50,32.19,65.02,0.00,0.00,0.00,23.33,0
2023-09-22 07:31:00,30.19,70.64,0.00,0.00,0.00,19.17,29.37,69.86,0.00,0.00,0.00,21.67,29.93,71.27,0.00,70.00,0.00,22.50,32.19,65.03,0.00,0.00,0.00,23.33,0
2023-09-22 07:31:05,30.19,70.65,0.00,0.00,0.00,19.17,29.37,69.86,0.00,0.00,0.00,22.50,29.93,71.14,0.00,64.00,0.00,15.83,32.19,65.02,0.00,0.00,0.00,23.33,0
2023-09-22 07:31:10,30.19,70.66,0.00,0.00,0.00,18.33,29.37,69.86,0.00,0.00,0.00,21.67,29.93,70.97,0.00,65.00,0.00,14.17,32.19,65.02,0.00,0.00,0.00,23.33,0
2023-09-22 07:31:15,30.19,70.65,0.00,0.00,0.00,18.33,29.37,69.86,0.00,0.00,0.00,21.67,29.92,70.80,0.00,59.00,0.00,13.33,32.19,65.03,0.00,0.00,0.00,23.33,0
2023-09-22 07:35:41,30.78,68.45,0.00,3.00,0.00,36.67,29.25,69.89,0.00,0.00,0.00,27.50,0.00,0.00,0.00,49.00,0.00,8.33,32.25,65.05,0.00,0.00,0.00,20.83,0
2023-09-22 07:35:47,30.75,68.55,0.00,0.00,0.00,36.67,29.25,69.89,0.00,0.00,0.00,27.50,0.00,0.00,0.00,50.00,0.00,8.33,32.24,65.05,0.00,0.00,0.00,21.67,0
2023-09-22 07:35:52,30.72,68.66,0.00,0.00,0.00,36.67,29.25,69.89,0.00,0.00,0.00,27.50,0.00,0.00,0.00,49.00,0.00,8.33,32.24,65.05,0.00,0.00,0.00,20.83,0
2023-09-22 07:35:57,30.69,68.71,0.00,0.00,0.00,36.67,29.25,69.89,0.00,0.00,0.00,26.67,0.00,0.00,0.00,50.00,0.00,8.33,32.23,65.06,0.00,0.00,0.00,20.83,0
2023-09-22 07:36:02,30.67,68.76,0.00,0.00,0.00,34.17,29.25,69.92,0.00,0.00,0.00,27.50,0.00,0.00,0.00,51.00,0.00,8.33,32.23,65.04,0.00,0.00,0.00,20.83,0
2023-09-22 07:36:07,30.65,68.82,0.00,0.00,0.00,34.17,29.25,69.89,0.00,0.00,0.00,26.67,0.00,0.00,0.00,48.00,0.00,8.33,32.22,65.03,0.00,0.00,0.00,15.83,0
2023-09-22 07:36:12,30.62,68.87,0.00,0.00,0.00,35.00,29.25,69.89,0.00,0.00,0.00,25.83,0.00,0.00,0.00,52.00,0.00,8.33,32.21,65.05,0.00,0.00,0.00,16.67,0
2023-09-22 07:36:17,30.60,68.93,0.00,0.00,0.00,35.00,29.25,69.88,0.00,0.00,0.00,25.83,0.00,0.00,0.00,50.00,0.00,8.33,32.20,65.05,0.00,0.00,0.00,16.67,0
2023-09-22 07:36:22,30.59,68.97,0.00,0.00,0.00,33.33,29.25,69.89,0.00,0.00,0.00,25.83,0.00,0.00,0.00,52.00,0.00,8.33,32.19,65.05,0.00,0.00,0.00,16.67,0
2023-09-22 07:36:27,30.57,69.00,0.00,0.00,0.00,34.17,29.25,69.89,0.00,0.00,0.00,26.67,0.00,0.00,0.00,50.00,0.00,8.33,32.19,65.06,0.00,0.00,0.00,18.33,0
2023-09-22 07:36:32,30.55,69.05,0.00,0.00,0.00,35.83,29.25,69.89,0.00,0.00,0.00,24.17,0.00,0.00,0.00,48.00,0.00,8.33,32.18,65.06,0.00,0.00,0.00,16.67,0
2023-09-22 07:36:37,30.54,69.07,0.00,0.00,0.00,35.83,29.25,69.90,0.00,0.00,0.00,27.50,0.00,0.00,0.00,54.00,0.00,8.33,32.17,65.06,0.00,0.00,0.00,20.83,0
2023-09-22 07:36:42,30.52,69.10,0.00,0.00,0.00,35.83,29.25,69.89,0.00,0.00,0.00,27.50,0.00,0.00,0.00,51.00,0.00,8.33,32.15,65.05,0.00,0.00,0.00,20.83,0
2023-09-22 07:36:47,30.51,69.12,0.00,0.00,0.00,35.83,29.25,69.90,0.00,0.00,0.00,27.50,0.00,0.00,0.00,54.00,0.00,8.33,32.14,65.06,0.00,0.00,0.00,21.67,0
2023-09-22 07:36:52,30.50,69.16,0.00,0.00,0.00,35.83,29.25,69.89,0.00,0.00,0.00,27.50,0.00,0.00,0.00,41.00,0.00,8.33,32.13,65.06,0.00,0.00,0.00,21.67,0
2023-09-22 07:36:57,30.48,69.18,0.00,0.00,0.00,35.83,29.25,69.89,0.00,0.00,0.00,27.50,0.00,0.00,0.00,50.00,0.00,8.33,32.12,65.05,0.00,0.00,0.00,21.67,0
2023-09-22 07:37:02,30.47,69.19,0.00,0.00,0.00,35.83,29.26,69.89,0.00,0.00,0.00,27.50,0.00,0.00,0.00,53.00,0.00,8.33,32.11,65.05,0.00,0.00,0.00,21.67,0
2023-09-22 07:37:07,30.46,69.23,0.00,0.00,0.00,35.83,29.26,69.87,0.00,0.00,0.00,27.50,0.00,0.00,0.00,51.00,0.00,8.33,32.10,65.06,0.00,0.00,0.00,21.67,0
2023-09-22 07:37:12,30.45,69.23,0.00,0.00,0.00,35.83,29.26,69.90,0.00,0.00,0.00,27.50,0.00,0.00,0.00,51.00,0.00,8.33,32.08,65.06,0.00,0.00,0.00,21.67,0
2023-09-22 07:37:17,30.44,69.26,0.00,0.00,0.00,35.83,29.26,69.90,0.00,0.00,0.00,27.50,0.00,0.00,0.00,53.00,0.00,8.33,32.07,65.05,0.00,0.00,0.00,21.67,0
2023-09-22 07:37:22,30.42,69.28,0.00,0.00,0.00,35.83,29.26,69.90,0.00,0.00,0.00,27.50,0.00,0.00,0.00,53.00,0.00,8.33,32.06,65.04,0.00,0.00,0.00,21.67,0
2023-09-22 07:37:27,30.41,69.30,0.00,0.00,0.00,35.83,29.26,69.88,0.00,0.00,0.00,27.50,0.00,0.00,0.00,49.00,0.00,8.33,32.04,65.05,0.00,0.00,0.00,21.67,0
2023-09-22 07:37:32,30.40,69.33,0.00,7.00,0.00,35.83,29.26,69.89,0.00,0.00,0.00,27.50,0.00,0.00,0.00,54.00,0.00,8.33,32.03,65.05,0.00,0.00,0.00,21.67,0
2023-09-22 07:37:37,30.40,69.34,0.00,0.00,0.00,35.83,29.26,69.90,0.00,0.00,0.00,27.50,0.00,0.00,0.00,58.00,0.00,8.33,32.01,65.05,0.00,0.00,0.00,21.67,0
2023-09-22 07:37:45,30.25,69.86,0.00,0.00,0.00,36.67,29.26,69.90,0.00,0.00,0.00,27.50,0.00,0.00,0.00,52.00,0.00,8.33,31.80,65.03,0.00,0.00,0.00,20.83,0
2023-09-22 07:37:50,30.24,69.86,0.00,0.00,0.00,36.67,29.26,69.91,0.00,0.00,0.00,27.50,0.00,0.00,0.00,52.00,0.00,8.33,31.79,65.02,0.00,0.00,0.00,20.83,0
2023-09-22 07:37:55,30.24,69.89,0.00,0.00,0.00,36.67,29.26,69.90,0.00,0.00,0.00,27.50,0.00,0.00,0.00,52.00,0.00,8.33,31.79,65.02,0.00,0.00,0.00,20.83,0
2023-09-22 07:38:00,30.24,69.89,0.00,0.00,0.00,36.67,29.26,69.91,0.00,0.00,0.00,27.50,0.00,0.00,0.00,56.00,0.00,8.33,31.78,65.02,0.00,0.00,0.00,20.83,0
2023-09-22 07:38:05,30.23,69.90,0.00,0.00,0.00,36.67,29.26,69.90,0.00,0.00,0.00,27.50,0.00,0.00,0.00,53.00,0.00,8.33,31.78,65.03,0.00,0.00,0.00,20.83,0
2023-09-22 07:38:10,30.23,69.91,0.00,0.00,0.00,36.67,29.26,69.89,0.00,0.00,0.00,26.67,0.00,0.00,0.00,54.00,0.00,8.33,31.77,65.02,0.00,0.00,0.00,20.83,0
2023-09-22 07:38:15,30.22,69.92,0.00,0.00,0.00,36.67,29.26,69.92,0.00,0.00,0.00,26.67,0.00,0.00,0.00,54.00,0.00,8.33,31.77,65.02,0.00,0.00,0.00,20.83,0
2023-09-22 07:38:20,30.22,69.94,0.00,0.00,0.00,36.67,29.26,69.89,0.00,0.00,0.00,27.50,0.00,0.00,0.00,52.00,0.00,8.33,31.76,65.03,0.00,0.00,0.00,20.83,0
2023-09-22 07:38:25,30.22,69.94,0.00,0.00,0.00,36.67,29.26,69.92,0.00,0.00,0.00,26.67,0.00,0.00,0.00,53.00,0.00,8.33,31.76,65.03,0.00,0.00,0.00,20.83,0
2023-09-22 07:38:30,30.21,69.96,0.00,7.00,0.00,36.67,29.26,69.91,0.00,0.00,0.00,26.67,0.00,0.00,0.00,48.00,0.00,8.33,31.75,65.02,0.00,0.00,0.00,20.83,0
2023-09-22 07:38:35,30.21,69.96,0.00,1.00,0.00,36.67,29.25,69.89,0.00,0.00,0.00,27.50,0.00,0.00,0.00,54.00,0.00,8.33,31.74,65.03,0.00,0.00,0.00,20.83,0
2023-09-22 07:38:40,30.21,69.96,0.00,1.00,0.00,36.67,29.25,69.91,0.00,0.00,0.00,27.50,0.00,0.00,0.00,53.00,0.00,8.33,31.73,65.02,0.00,0.00,0.00,21.67,0
2023-09-22 07:38:45,30.20,69.98,0.00,0.00,0.00,36.67,29.25,69.91,0.00,0.00,0.00,27.50,0.00,0.00,0.00,54.00,0.00,8.33,31.72,65.03,0.00,0.00,0.00,21.67,0
2023-09-22 07:38:50,30.20,70.00,0.00,0.00,0.00,36.67,29.25,69.90,0.00,0.00,0.00,27.50,0.00,0.00,0.00,54.00,0.00,8.33,31.71,65.02,0.00,0.00,0.00,21.67,0
2023-09-22 07:38:55,30.20,70.00,0.00,0.00,0.00,36.67,29.24,69.93,0.00,0.00,0.00,27.50,0.00,0.00,0.00,57.00,0.00,8.33,31.71,65.04,0.00,0.00,0.00,21.67,0
2023-09-22 07:39:00,30.19,70.01,0.00,0.00,0.00,36.67,29.24,69.93,0.00,0.00,0.00,27.50,0.00,0.00,0.00,54.00,0.00,8.33,31.70,65.02,0.00,0.00,0.00,21.67,0
2023-09-22 07:39:06,30.19,70.01,0.00,0.00,0.00,36.67,29.24,69.92,0.00,0.00,0.00,27.50,0.00,0.00,0.00,57.00,0.00,8.33,31.69,65.03,0.00,0.00,0.00,21.67,0
2023-09-22 07:39:11,30.19,70.04,0.00,0.00,0.00,36.67,29.24,69.91,0.00,0.00,0.00,27.50,0.00,0.00,0.00,53.00,0.00,8.33,31.68,65.01,0.00,0.00,0.00,21.67,0
2023-09-22 07:39:16,30.19,70.04,0.00,0.00,0.00,36.67,29.23,69.91,0.00,0.00,0.00,27.50,0.00,0.00,0.00,54.00,0.00,8.33,31.68,65.02,0.00,0.00,0.00,21.67,0
2023-09-22 07:39:21,30.19,70.04,0.00,0.00,0.00,36.67,29.23,69.92,0.00,0.00,0.00,27.50,0.00,0.00,0.00,54.00,0.00,8.33,31.67,65.01,0.00,0.00,0.00,21.67,0
2023-09-22 07:39:26,30.19,70.05,0.00,0.00,0.00,36.67,29.23,69.90,0.00,0.00,0.00,27.50,0.00,0.00,0.00,55.00,0.00,8.33,31.66,65.01,0.00,0.00,0.00,21.67,0
2023-09-22 07:39:31,30.19,70.06,0.00,0.00,0.00,36.67,29.22,69.92,0.00,0.00,0.00,27.50,0.00,0.00,0.00,55.00,0.00,8.33,31.66,65.00,0.00,0.00,0.00,21.67,0
2023-09-22 07:39:36,30.19,70.07,0.00,0.00,0.00,36.67,29.22,69.91,0.00,0.00,0.00,27.50,0.00,0.00,0.00,54.00,0.00,8.33,31.66,65.01,0.00,0.00,0.00,21.67,0
2023-09-22 07:39:41,30.19,70.06,0.00,0.00,0.00,36.67,29.22,69.91,0.00,0.00,0.00,27.50,0.00,0.00,0.00,55.00,0.00,8.33,31.65,65.02,0.00,0.00,0.00,21.67,0
2023-09-22 07:39:48,30.16,70.29,0.00,0.00,0.00,28.33,29.19,69.92,0.00,0.00,0.00,31.67,0.00,0.00,0.00,55.00,0.00,9.17,31.78,64.97,0.00,0.00,0.00,25.83,0
2023-09-22 07:39:53,30.16,70.29,0.00,0.00,0.00,29.17,29.19,69.93,0.00,0.00,0.00,31.67,0.00,0.00,0.00,53.00,0.00,9.17,31.79,64.96,0.00,0.00,0.00,25.83,0
2023-09-22 07:39:58,30.16,70.29,0.00,0.00,0.00,28.33,29.19,69.91,0.00,0.00,0.00,31.67,0.00,0.00,0.00,54.00,0.00,9.17,31.79,64.99,0.00,0.00,0.00,25.83,0
2023-09-22 07:40:03,30.16,70.30,0.00,0.00,0.00,29.17,29.19,69.91,0.00,0.00,0.00,31.67,0.00,0.00,0.00,50.00,0.00,9.17,31.80,64.97,0.00,0.00,0.00,25.83,0
2023-09-22 07:40:08,30.16,70.30,0.00,5.00,0.00,28.33,29.19,69.93,0.00,0.00,0.00,31.67,0.00,0.00,0.00,51.00,0.00,9.17,31.81,64.98,0.00,0.00,0.00,25.83,0
2023-09-22 07:40:13,30.16,70.29,0.00,0.00,0.00,29.17,29.19,69.91,0.00,0.00,0.00,32.50,0.00,0.00,0.00,53.00,0.00,9.17,31.82,64.99,0.00,0.00,0.00,25.83,0
2023-09-22 07:40:18,30.15,70.28,0.00,0.00,0.00,29.17,29.19,69.91,0.00,0.00,0.00,32.50,0.00,0.00,0.00,48.00,0.00,9.17,31.82,64.98,0.00,0.00,0.00,25.83,0
2023-09-22 07:40:23,30.15,70.29,0.00,0.00,0.00,28.33,29.19,69.92,0.00,0.00,0.00,32.50,0.00,0.00,0.00,52.00,0.00,9.17,31.83,64.98,0.00,0.00,0.00,25.83,0
2023-09-22 07:40:28,30.15,70.29,0.00,0.00,0.00,28.33,29.19,69.92,0.00,0.00,0.00,31.67,0.00,0.00,0.00,51.00,0.00,9.17,31.84,64.97,0.00,0.00,0.00,25.83,0
2023-09-22 07:40:33,30.15,70.29,0.00,0.00,0.00,28.33,29.19,69.92,0.00,0.00,0.00,30.83,0.00,0.00,0.00,53.00,0.00,9.17,31.85,64.99,0.00,0.00,0.00,24.17,0
2023-09-22 07:40:38,30.15,70.30,0.00,0.00,0.00,28.33,29.19,69.92,0.00,0.00,0.00,30.83,0.00,0.00,0.00,52.00,0.00,9.17,31.85,64.96,0.00,0.00,0.00,24.17,0
2023-09-22 07:40:43,30.15,70.29,0.00,0.00,0.00,28.33,29.19,69.92,0.00,0.00,0.00,30.83,0.00,0.00,0.00,45.00,0.00,9.17,31.86,64.96,0.00,0.00,0.00,24.17,0
2023-09-22 07:40:49,30.15,70.29,0.00,0.00,0.00,28.33,29.19,69.93,0.00,0.00,0.00,30.83,0.00,0.00,0.00,53.00,0.00,9.17,31.87,64.98,0.00,0.00,0.00,24.17,0
2023-09-22 07:40:54,30.15,70.29,0.00,0.00,0.00,28.33,29.18,69.92,0.00,0.00,0.00,31.67,0.00,0.00,0.00,53.00,0.00,9.17,31.88,64.99,0.00,0.00,0.00,25.00,0
2023-09-22 07:40:59,30.15,70.29,0.00,0.00,0.00,28.33,29.18,69.91,0.00,0.00,0.00,31.67,0.00,0.00,0.00,51.00,0.00,9.17,31.88,64.97,0.00,0.00,0.00,25.00,0
2023-09-22 07:41:04,30.15,70.28,0.00,0.00,0.00,28.33,29.18,69.92,0.00,0.00,0.00,31.67,0.00,0.00,0.00,50.00,0.00,9.17,31.89,64.98,0.00,0.00,0.00,25.00,0
2023-09-22 07:41:09,30.15,70.31,0.00,0.00,0.00,28.33,29.18,69.91,0.00,0.00,0.00,31.67,0.00,0.00,0.00,52.00,0.00,9.17,31.90,64.98,0.00,0.00,0.00,25.00,0
